outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,track_width,initial_x,initial_y,initial_z,initial_position
604852.1179108175,5805420.234722987,5.133701687,604860.8849072859,5805416.809747604,5.147912946,9.414147332999999,604854.8720697925,5805419.158806187,5.13816617,0.314151096
604852.4803148835,5805421.165998039,5.1329329569999995,604861.2493098825,5805417.741088631,5.146940838,9.415985238,604855.2357528117,5805420.089823349,5.137334581,0.314224825
604852.8437182026,5805422.097306073,5.131940182,604861.6127132205,5805418.672396685,5.145980247,9.415985238,604855.5994924861,5805421.020942419,5.1363524510000005,0.314262748
604853.2070885445,5805423.029613364,5.130729359,604861.9771487861,5805419.602738466,5.145003153,9.417692977,604855.9633955364,5805421.952567058,5.1352154080000005,0.314285708
604853.5694926025,5805423.960888427,5.129272189,604862.3415513749,5805420.534079502,5.144163773,9.419530827,604856.3270652578,5805422.883683819,5.133953497,0.314359337
604853.9328959137,5805424.892196465,5.1279815289999995,604862.7059539609,5805421.465420539,5.143363902,9.420449777,604856.6908515897,5805423.814904472,5.132817222,0.31436587
604854.2962992224,5805425.823504503,5.12688168,604863.0703565442,5805422.396761578,5.142495648,9.421368744,604857.0546346215,5805424.746225048,5.131790312,0.31437442
604854.658670298,5805426.75577883,5.125686048,604863.4337598691,5805423.328069647,5.141797813,9.422682049,604857.4185009887,5805425.677748446,5.130753321,0.314507625
604855.0220736014,5805427.687086872,5.1244643739999995,604863.7981954218,5805424.258411434,5.141272425,9.423995384,604857.7821739968,5805426.608765298,5.129750525,0.314501154
604855.3854769021,5805428.618394917,5.123343135,604864.1625979973,5805425.189752479,5.140542547,9.424914323,604858.145947028,5805427.540085553,5.1287524819999994,0.314507699
604855.7478809444,5805429.549669992,5.12228799,604864.5270005704,5805426.121093525,5.139960406,9.426752251,604858.5096300236,5805428.471102735,5.1278474019999996,0.314581334
604856.1112512653,5805430.481977296,5.1212521319999995,604864.8904038847,5805427.0524016,5.139107759,9.427146599,604858.8735997037,5805429.402829621,5.126870371,0.31464807
604856.4746545582,5805431.4132853495,5.12039489,604865.2548064524,5805427.983742655,5.138238909,9.428065549,604859.237372727,5805430.334149881,5.126009608,0.314655454
604856.8370585927,5805432.344560428,5.1195662010000005,604865.6192419919,5805428.914084447,5.137677872,9.430297821,604859.6009523915,5805431.2649635915,5.125266227,0.314715637
604857.2004618802,5805433.275868484,5.118931187,604865.9836445544,5805429.845425503,5.136923106,9.431216783,604859.9647154172,5805432.196283527,5.124593624,0.31472112399999996
604857.5628329349,5805434.208142826,5.118134188,604866.3470478583,5805430.776733591,5.136146065,9.432530095,604860.3285850609,5805433.127707017,5.123805303999999,0.314854237
604857.9262362171,5805435.139450886,5.11755847,604866.7114504157,5805431.708074646,5.13511065,9.433449051,604860.6923380889,5805434.059026626,5.1230849339999995,0.31485911
604858.2896394968,5805436.07075895,5.1169850960000005,604867.0758859445,5805432.638416456,5.133951206,9.434762371,604861.0560110734,5805434.990043492,5.122326915,0.314852335
604858.6520435183,5805437.002034036,5.116566407,604867.4402884966,5805433.569757515,5.132991915,9.436600288,604861.419680758,5805435.921160286,5.121739217,0.314925415
604859.0154138181,5805437.934341362,5.116576761,604867.8036917901,5805434.501065604,5.132089406,9.436994647999999,604861.7836204394,5805436.852886197,5.121463072,0.31498893
604859.37881709,5805438.865649428,5.116762638,604868.1680943366,5805435.432406676,5.131050148,9.437913594,604862.1473834491,5805437.784206145,5.121263121,0.31499422
604859.7412211034,5805439.796924525,5.117141285,604868.5324968807,5805436.363747748,5.1301157239999995,9.439751532999999,604862.5110364383,5805438.715222359,5.121229071,0.315064542
604860.1045913956,5805440.729231852,5.117098367,604868.8969323968,5805437.294089559,5.129021749,9.441459209,604862.8749194539,5805439.646846373,5.120855241,0.315084567
604860.4679946596,5805441.660539929,5.117081175,604869.2603356799,5805438.22539766,5.12849912,9.441459209,604863.2386457832,5805440.578065082,5.1206792089999995,0.315120972
