inner_x,inner_y,inner_z,outer_x,outer_y,outer_z
711015.2436,5591908.906,409.9100037,711024.6473,5591910.268,409.7600098
711015.7092,5591905.702,410.25,711025.1762,5591907.145,410.0549927
711016.2376,5591902.413,410.5599976,711025.7001,5591904.051,410.3099976
711016.8402,5591899.192,410.8599854,711026.2268,5591900.941,410.6199951
711017.4253,5591896.064,411.2799988,711026.7583,5591897.802,410.8099976
711018.0105,5591892.935,411.5350037,711027.2898,5591894.664,411.1300049
711018.6278,5591889.635,411.8066711,711027.9475,5591891.6,411.394989
711019.4017,5591886.366,411.980011,711028.6093,5591888.539,411.6799927
711020.198,5591883.012,412.3699951,711029.2667,5591885.497,411.9299927
711021.23,5591879.725,412.6199951,711029.9652,5591882.455,412.2088318
711022.2207,5591876.571,412.8399963,711030.9244,5591879.451,412.4400024
711023.3662,5591873.31,413.0350037,711031.9713,5591876.518,412.6499939
711024.6085,5591870.191,413.3089294,711033.1891,5591873.621,412.8699951
711025.9551,5591866.868,413.5,711034.3829,5591870.782,413.0700073
711027.6274,5591863.72,413.6700134,711035.7055,5591867.99,413.3250122
711029.1212,5591860.908,413.894989,711037.3276,5591865.246,413.5
711030.6193,5591858.088,414.0700073,711038.951,5591862.505,413.7049866
711032.284,5591854.974,414.2000122,711040.5554,5591859.87,413.8099976
711034.2232,5591852.031,414.3999939,711042.1599,5591857.235,413.980011
711035.9759,5591849.372,414.5299988,711043.8172,5591854.514,414.1900024
711037.7911,5591846.618,414.6499939,711045.5214,5591851.859,414.2999878
711039.6906,5591843.921,414.8399963,711047.2329,5591849.205,414.4249878
711041.5249,5591841.317,414.9899902,711049.0262,5591846.573,414.6350098
711043.3564,5591838.717,415.1149902,711050.8326,5591843.948,414.6799927
711045.1819,5591836.118,415.2600098,711052.6396,5591841.323,414.9049988
711047.0069,5591833.513,415.4249878,711054.446,5591838.698,415.0700073
711048.8345,5591830.905,415.5249939,711056.2518,5591836.074,415.1849976
711050.6621,5591828.296,415.6700134,711058.0575,5591833.451,415.3599854
711052.479,5591825.703,415.8099976,711059.8656,5591830.823,415.5
711054.2783,5591823.107,415.9200134,711061.6746,5591828.195,415.5750122
711056.0828,5591820.492,416.1099854,711063.4812,5591825.57,415.7900085
711057.8917,5591817.87,416.2099915,711065.2869,5591822.946,415.9700012
711059.7006,5591815.249,416.375,711067.0976,5591820.326,416.0299988
711061.5095,5591812.627,416.519989,711068.9174,5591817.712,416.2449951
711063.3184,5591810.006,416.6099854,711070.7371,5591815.098,416.4150085
711065.1272,5591807.384,416.7900085,711072.5568,5591812.484,416.5299988
711066.9361,5591804.763,416.9100037,711074.3766,5591809.87,416.7250061
711068.745,5591802.141,417.0499878,711076.1963,5591807.256,416.7999878
711070.5664,5591799.502,417.2000122,711078.0132,5591804.646,416.9899902
711072.4056,5591796.87,417.375,711079.8296,5591802.037,417.1499939
711074.2346,5591794.258,417.4700012,711081.6489,5591799.423,417.2600098
711076.0616,5591791.649,417.5899963,711083.4686,5591796.809,417.4700012
711077.8886,5591789.041,417.7799988,711085.2884,5591794.195,417.6199951
711079.7156,5591786.432,417.8850098,711087.1075,5591791.581,417.7099915
711081.5426,5591783.823,418.0350037,711088.9259,5591788.966,417.8850098
711083.3264,5591781.275,418.125,711090.7536,5591786.337,418.0400085
711085.0435,5591778.713,418.2850037,711092.5846,5591783.704,418.1833191
711086.7849,5591776.077,418.4400024,711094.4067,5591781.084,418.3299866
711088.54,5591773.419,418.5150146,711096.2256,5591778.468,418.5299988
711090.2951,5591770.761,418.6400146,711098.0445,5591775.852,418.6149902
711092.0959,5591768.034,418.8599854,711099.8508,5591773.255,418.7799988
711094.0152,5591765.266,419,711101.6405,5591770.681,418.8999939
711095.9621,5591762.617,419.1000061,711103.444,5591768.087,419.0849915
711097.8486,5591760.05,419.2900085,711105.263,5591765.471,419.2600098
711099.7351,5591757.484,419.4200134,711107.0819,5591762.855,419.3500061
711101.5931,5591754.956,419.5499878,711108.907,5591760.231,419.5400085
711103.3747,5591752.465,419.7049866,711110.7709,5591757.615,419.6799927
711105.133,5591749.898,419.7999878,711112.6345,5591755.011,419.8500061
711106.9332,5591747.271,419.9633484,711114.4887,5591752.42,420.0150146
711108.7334,5591744.644,420.1099854,711116.3428,5591749.83,420.1950073
711110.5337,5591742.016,420.2399902,711118.1969,5591747.239,420.3200073
711112.3339,5591739.389,420.4100037,711120.0432,5591744.643,420.4599915
711114.1341,5591736.761,420.519989,711121.848,5591742.019,420.5599976
711115.9344,5591734.134,420.6650085,711123.6529,5591739.394,420.7099915
711117.7372,5591731.502,420.8200073,711125.457,5591736.771,420.9649963
711119.5513,5591728.862,420.9949951,711127.2591,5591734.151,421.0350037
711121.3726,5591726.232,421.0650024,711129.0618,5591731.529,421.1849976
711123.1861,5591723.614,421.2399902,711130.8667,5591728.905,421.3200073
711124.9996,5591720.995,421.375,711132.6715,5591726.281,421.4700012
711126.813,5591718.377,421.5,711134.4764,5591723.656,421.6300049
711128.6265,5591715.758,421.6466675,711136.2813,5591721.032,421.7900085
711130.4399,5591713.14,421.7799988,711138.0861,5591718.408,421.9299927
711132.2534,5591710.522,421.9500122,711139.891,5591715.783,422.1149902
711134.0711,5591707.897,422.0899963,711141.6948,5591713.161,422.2600098
711135.9001,5591705.268,422.2250061,711143.4971,5591710.54,422.4049988
711137.7322,5591702.649,422.3200073,711145.3006,5591707.918,422.5549927
711139.5584,5591700.04,422.5249939,711147.1055,5591705.293,422.7200012
711141.3846,5591697.43,422.6400146,711148.9203,5591702.676,422.9049988
711143.2108,5591694.821,422.8099976,711150.7491,5591700.068,423
711145.0369,5591692.211,422.8900146,711152.5779,5591697.46,423.1749878
711146.8631,5591689.601,423.0450134,711154.4067,5591694.852,423.2900085
711148.6893,5591686.992,423.1900024,711156.2355,5591692.245,423.5
711150.5155,5591684.382,423.375,711158.0643,5591689.637,423.6499939
711152.3416,5591681.772,423.480011,711159.8932,5591687.029,423.7550049
711154.1678,5591679.163,423.5899963,711161.722,5591684.421,423.9450073
711155.9793,5591676.574,423.7449951,711163.5544,5591681.808,424.1350098
711157.7723,5591673.974,423.894989,711165.387,5591679.195,424.2449951
711159.5793,5591671.352,424.0549927,711167.216,5591676.587,424.3599854
711161.3868,5591668.729,424.125,711169.0517,5591673.984,424.5339355
711163.1942,5591666.106,424.2650146,711170.8877,5591671.381,424.7049866
711165.0017,5591663.484,424.4500122,711172.7237,5591668.778,424.8800049
711166.8091,5591660.861,424.5799866,711174.5597,5591666.175,424.9500122
711168.6166,5591658.239,424.6700134,711176.3957,5591663.572,425.125
711170.424,5591655.616,424.8349915,711178.2318,5591660.969,425.3299866
711172.2315,5591652.993,424.9599915,711180.0678,5591658.366,425.4599915
711174.0389,5591650.371,425.1300049,711181.9038,5591655.763,425.6099854
711175.8464,5591647.748,425.25,711183.7398,5591653.16,425.7900085
711177.6538,5591645.126,425.3399963,711185.5334,5591650.528,425.8800049
711179.428,5591642.551,425.5,711187.2403,5591647.816,426.0849915
711181.1407,5591639.979,425.6400146,711188.9511,5591645.099,426.1700134
711182.8604,5591637.341,425.7200012,711190.6532,5591642.395,426.2999878
711184.5998,5591634.673,425.9150085,711192.3502,5591639.7,426.5700073
711186.2112,5591632.202,425.9700012,711194.0776,5591636.956,426.625
711187.6423,5591629.668,426.1400146,711195.812,5591634.201,426.7999878
711189.1594,5591626.913,426.2550049,711197.5172,5591631.493,426.9599915
711190.6956,5591624.124,426.375,711199.2169,5591628.793,427.0650024
711192.2317,5591621.335,426.4899902,711200.7254,5591625.988,427.2902527
711193.7679,5591618.545,426.6849976,711202.2048,5591623.168,427.3753357
711195.3041,5591615.756,426.7799988,711203.6842,5591620.347,427.5549927
711196.7629,5591613.107,427.0499878,711205.1848,5591617.487,427.6849976
711198.096,5591610.415,427.1499939,711206.6881,5591614.621,427.8699951
711199.4852,5591607.572,427.1700134,711208.1705,5591611.794,427.9599915
711200.883,5591604.711,427.4299927,711209.6503,5591608.973,428.079895
711202.2809,5591601.851,427.480011,711211.13,5591606.152,428.2749939
711203.6787,5591598.99,427.6099854,711212.6097,5591603.331,428.4400024
711205.0766,5591596.129,427.8450012,711214.0895,5591600.51,428.6199951
711206.4744,5591593.268,427.9100037,711215.3822,5591597.598,428.75
711207.7846,5591590.587,428.0350037,711216.5585,5591594.563,428.8299866
711208.9229,5591587.896,428.2049866,711217.7371,5591591.521,428.9649963
711210.0911,5591585.001,428.3099976,711218.8939,5591588.535,429.0950012
711211.2823,5591582.049,428.5599976,711220.0442,5591585.566,429.1900024
711212.4735,5591579.096,428.6900024,711221.1945,5591582.597,429.4299927
711213.6648,5591576.144,428.8299866,711222.3448,5591579.629,429.5599976
711214.8539,5591573.197,429,711223.4956,5591576.658,429.6950073
711215.9544,5591570.469,429.105011,711224.6682,5591573.632,429.8250122
711216.8653,5591567.683,429.269989,711225.8432,5591570.6,429.9649963
711217.8422,5591564.67,429.5100098,711226.9967,5591567.622,430.1499939
711218.8237,5591561.641,429.6099854,711228.1487,5591564.649,430.2399902
711219.8052,5591558.613,429.7950134,711229.2473,5591561.659,430.4100037
711220.7868,5591555.585,429.9100037,711230.2876,5591558.649,430.5700073
711221.7683,5591552.557,430.1000061,711231.3279,5591555.64,430.6549988
711222.753,5591549.519,430.25,711232.367,5591552.635,430.8500061
711223.7568,5591546.451,430.3999939,711233.4018,5591549.641,430.9750061
711224.7855,5591543.403,430.5400085,711234.4378,5591546.644,431.1099854
711225.8033,5591540.387,430.730011,711235.4779,5591543.635,431.25
711226.8212,5591537.37,430.9249878,711236.5181,5591540.627,431.4150085
711227.839,5591534.354,431.0700073,711237.5582,5591537.618,431.5599976
711228.8569,5591531.338,431.2099915,711238.5983,5591534.609,431.6900024
711229.8747,5591528.321,431.3599854,711239.6385,5591531.6,431.7950134
711230.8925,5591525.305,431.5249939,711240.6786,5591528.591,431.9899902
711231.9091,5591522.293,431.6600037,711241.7193,5591525.581,432.0950012
711232.9217,5591519.281,431.8500061,711242.7602,5591522.57,432.2550049
711233.9342,5591516.265,431.980011,711243.8006,5591519.561,432.3699951
711234.9473,5591513.247,432.1300049,711244.8407,5591516.552,432.519989
711235.9604,5591510.229,432.3200073,711245.8809,5591513.543,432.6199951
711236.9734,5591507.211,432.4299927,711246.9065,5591510.529,432.75
711237.9865,5591504.193,432.5700073,711247.9092,5591507.508,432.8800049
711238.9996,5591501.175,432.7099915,711248.9119,5591504.486,433.0299988
711240.0127,5591498.157,432.8900146,711249.9145,5591501.465,433.1799927
711241.0258,5591495.139,433.0400085,711250.9172,5591498.444,433.2900085
711242.0388,5591492.121,433.1966553,711251.9199,5591495.422,433.4200134
711243.0552,5591489.094,433.3900146,711252.9213,5591492.405,433.5700073
711244.08,5591486.069,433.5140686,711253.9226,5591489.387,433.6900024
711245.1017,5591483.053,433.6799927,711254.9253,5591486.366,433.8599854
711246.1234,5591480.038,433.8200073,711255.9279,5591483.345,434
711247.1451,5591477.023,433.9400024,711256.9306,5591480.323,434.1289673
711248.1668,5591474.008,434.1099854,711257.9333,5591477.302,434.230011
711249.1884,5591470.993,434.2200012,711258.936,5591474.28,434.4400024
711250.2101,5591467.978,434.2799988,711259.9387,5591471.259,434.5400085
711251.2318,5591464.963,434.5400085,711260.9414,5591468.237,434.6700134
711252.2535,5591461.948,434.6417236,711261.9441,5591465.216,434.8299866
711253.2651,5591458.963,434.7950134,711262.9506,5591462.183,434.9700012
711254.2493,5591455.975,434.9500122,711263.9577,5591459.148,435.0599976
711255.2385,5591452.955,435.0799866,711264.9611,5591456.125,435.2200012
711256.2219,5591449.953,435.2349854,711265.9668,5591453.095,435.3500061
711257.1725,5591446.985,435.3721619,711266.9777,5591450.048,435.4899902
711258.0957,5591443.983,435.5,711267.9844,5591447.01,435.6700134
711259.0347,5591440.93,435.6499939,711268.9808,5591443.991,435.7550049
711259.9976,5591437.832,435.8200073,711269.9705,5591440.991,435.8965149
711261.0003,5591434.756,435.9500122,711270.9614,5591437.988,436.0599976
711261.9871,5591431.73,436.1000061,711271.959,5591434.965,436.1700134
711262.9739,5591428.703,436.1799927,711272.9565,5591431.942,436.3599854
711263.9607,5591425.677,436.3699951,711273.9541,5591428.919,436.4899902
711264.9475,5591422.65,436.4899902,711274.9516,5591425.896,436.6400146
711265.9344,5591419.623,436.6400146,711275.9492,5591422.873,436.7999878
711266.9226,5591416.592,436.7900085,711276.9461,5591419.852,436.9400024
711267.9151,5591413.561,436.8999939,711277.9429,5591416.831,437.0799866
711268.907,5591410.535,437.1199951,711278.9404,5591413.808,437.1900024
711269.8986,5591407.51,437.2641907,711279.9379,5591410.785,437.4200134
711270.8902,5591404.485,437.3999939,711280.9355,5591407.762,437.519989
711271.8818,5591401.46,437.5599976,711281.9331,5591404.739,437.7000122
711272.8734,5591398.435,437.6499939,711282.9306,5591401.716,437.8056641
711273.8649,5591395.41,437.8599854,711283.9282,5591398.693,437.980011
711274.8565,5591392.385,438,711284.9279,5591395.67,438.0799866
711275.8481,5591389.36,438.1199951,711285.9308,5591392.649,438.2999878
711276.8397,5591386.335,438.2900085,711286.9338,5591389.628,438.3699951
711277.8313,5591383.31,438.3800049,711287.9367,5591386.606,438.534668
711278.824,5591380.281,438.4500122,711288.9391,5591383.586,438.6400146
711279.8212,5591377.249,438.6950073,711289.9409,5591380.569,438.7799988
711280.8214,5591374.222,438.75,711290.9432,5591377.549,438.9400024
711281.82,5591371.199,438.9700012,711291.9461,5591374.528,439.1099854
711282.8186,5591368.176,439.1199951,711292.9491,5591371.507,439.269989
711283.8172,5591365.153,439.25,711293.952,5591368.485,439.3900146
711284.8158,5591362.13,439.3999939,711294.9549,5591365.464,439.519989
711285.8144,5591359.108,439.5289001,711295.9579,5591362.442,439.7000122
711286.813,5591356.085,439.6700134,711296.9608,5591359.421,439.8200073
711287.8116,5591353.062,439.8599854,711297.9638,5591356.4,439.9899902
711288.8102,5591350.039,439.9700012,711298.9667,5591353.378,440.1300049
711289.8088,5591347.016,440.1300049,711299.9697,5591350.357,440.2600098
711290.8074,5591343.994,440.264679,711300.9631,5591347.332,440.3982239
711291.806,5591340.971,440.4400024,711301.9413,5591344.303,440.5499878
711292.8046,5591337.948,440.6000061,711302.9196,5591341.273,440.7099915
711293.8033,5591334.925,440.730011,711303.8978,5591338.244,440.8500061
711294.7975,5591331.916,440.8900146,711304.8779,5591335.209,441.0599976
711295.7781,5591328.91,441.019989,711305.8589,5591332.17,441.1506348
711296.7566,5591325.888,441.0599976,711306.8382,5591329.138,441.3099976
711297.7376,5591322.86,441.269989,711307.8164,5591326.108,441.4400024
711298.7185,5591319.831,441.4129333,711308.7946,5591323.079,441.5941467
711299.6994,5591316.803,441.5299988,711309.7728,5591320.049,441.7200012
711300.6803,5591313.774,441.7099915,711310.751,5591317.02,441.8699951
711301.6612,5591310.745,441.8399963,711311.7292,5591313.991,442.0299988
711302.6421,5591307.717,442.0050049,711312.7075,5591310.961,442.1600037
711303.623,5591304.688,442.1400146,711313.6857,5591307.932,442.297699
711304.6085,5591301.646,442.2999878,711314.6619,5591304.908,442.4200134
711305.6148,5591298.581,442.4599915,711315.6346,5591301.896,442.5700073
711306.6393,5591295.537,442.5799866,711316.6092,5591298.878,442.7323303
711307.6551,5591292.52,442.730011,711317.5875,5591295.848,442.8800049
711308.6709,5591289.503,442.8850098,711318.5658,5591292.818,443.0599976
711309.6846,5591286.492,443.019989,711319.5449,5591289.786,443.1400146
711310.6881,5591283.494,443.1600037,711320.5527,5591286.757,443.2900085
711311.6812,5591280.485,443.2799988,711321.5661,5591283.732,443.4599915
711312.6791,5591277.462,443.4100037,711322.5775,5591280.714,443.5950012
711313.6769,5591274.439,443.5899963,711323.5889,5591277.695,443.7250061
711314.6748,5591271.416,443.6700134,711324.6004,5591274.677,443.8805237
711315.6727,5591268.393,443.8900146,711325.6118,5591271.658,444.019989
711316.6706,5591265.37,444.0520325,711326.6233,5591268.639,444.1900024
711317.6685,5591262.347,444.1700134,711327.6347,5591265.621,444.3500061
711318.6663,5591259.324,444.3299866,711328.6462,5591262.602,444.5100098
711319.6642,5591256.301,444.4599915,711329.6576,5591259.583,444.6199951
711320.6621,5591253.278,444.6400146,711330.669,5591256.565,444.7900085
711321.6585,5591250.259,444.769989,711331.6811,5591253.544,444.9599915
711322.6507,5591247.24,444.9150085,711332.6934,5591250.523,445.0899963
711323.6436,5591244.216,445.0899963,711333.705,5591247.504,445.2600098
711324.6368,5591241.192,445.2204895,711334.7164,5591244.485,445.3781128
711325.63,5591238.167,445.3599854,711335.7279,5591241.467,445.5100098
711326.6231,5591235.142,445.5299988,711336.7393,5591238.448,445.6600037
711327.6163,5591232.118,445.6300049,711337.7508,5591235.429,445.8200073
711328.6095,5591229.093,445.7449951,711338.7623,5591232.411,446
711329.6027,5591226.068,445.9500122,711339.771,5591229.391,446.1199951
711330.5959,5591223.044,446,711340.7639,5591226.366,446.2399902
711331.589,5591220.019,446.2099915,711341.7569,5591223.342,446.3800049
711332.5822,5591216.994,446.3622131,711342.7499,5591220.317,446.5362549
711333.5754,5591213.97,446.5100098,711343.7429,5591217.292,446.6600037
711334.5686,5591210.945,446.6799927,711344.7358,5591214.268,446.8349915
711335.5618,5591207.92,446.769989,711345.7288,5591211.243,446.9500122
711336.555,5591204.896,446.9549866,711346.7218,5591208.218,447.1099854
711337.5504,5591201.864,447.0799866,711347.7138,5591205.196,447.2610474
711338.552,5591198.834,447.2399902,711348.7057,5591202.175,447.3999939
711339.5516,5591195.811,447.4200134,711349.6986,5591199.15,447.5799866
711340.5511,5591192.789,447.5499878,711350.6916,5591196.126,447.6499939
711341.5506,5591189.766,447.730011,711351.6846,5591193.101,447.8200073
711342.5501,5591186.743,447.8688965,711352.6776,5591190.076,447.9500122
711343.5496,5591183.721,448,711353.6706,5591187.051,448.1499939
711344.5492,5591180.698,448.0799866,711354.6635,5591184.027,448.3200073
711345.5487,5591177.676,448.2399902,711355.6565,5591181.002,448.4299927
711346.5482,5591174.653,448.3800049,711356.6495,5591177.977,448.6099854
711347.5477,5591171.63,448.5849915,711357.6425,5591174.952,448.7099915
711348.5472,5591168.608,448.7000122,711358.6493,5591171.932,448.8800049
711349.5467,5591165.585,448.8699951,711359.659,5591168.913,449.0100098
711350.5462,5591162.563,449,711360.6688,5591165.894,449.158844
711351.5457,5591159.54,449.1400146,711361.6785,5591162.874,449.2950134
711352.5452,5591156.517,449.2950134,711362.6883,5591159.855,449.4700012
711353.5448,5591153.495,449.3999939,711363.698,5591156.836,449.5700073
711354.5443,5591150.472,449.5799866,711364.7078,5591153.817,449.7099915
711355.5438,5591147.449,449.6700134,711365.7176,5591150.797,449.8713989
711356.5433,5591144.427,449.8900146,711366.7273,5591147.778,449.9899902
711357.5409,5591141.41,450.0299988,711367.738,5591144.756,450.1799927
711358.5292,5591138.404,450.1199951,711368.7505,5591141.729,450.2850037
711359.5088,5591135.389,450.2850037,711369.7622,5591138.704,450.4599915
711360.4924,5591132.361,450.4319153,711370.772,5591135.684,450.5886841
711361.4761,5591129.333,450.5350037,711371.7818,5591132.665,450.7399902
711362.4597,5591126.305,450.7099915,711372.7916,5591129.646,450.8900146
711363.4434,5591123.277,450.8399963,711373.8014,5591126.626,451.0299988
711364.427,5591120.25,450.9849854,711374.8112,5591123.607,451.2000122
711365.4107,5591117.222,451.1600037,711375.8141,5591120.585,451.3299866
711366.3943,5591114.194,451.2900085,711376.8123,5591117.562,451.4500122
711367.378,5591111.166,451.4599915,711377.8105,5591114.539,451.5899963
711368.3616,5591108.138,451.6099854,711378.8087,5591111.516,451.769989
711369.3453,5591105.11,451.75,711379.8069,5591108.493,451.9200134
711370.3289,5591102.083,451.8847046,711380.8052,5591105.47,452.0474548
711371.3126,5591099.055,452.0150146,711381.8034,5591102.447,452.1799927
711372.3115,5591095.98,452.1799927,711382.7939,5591099.447,452.3399963
711373.3533,5591092.914,452.2999878,711383.7837,5591096.449,452.480011
711374.3838,5591089.896,452.4599915,711384.7811,5591093.428,452.6099854
711375.4125,5591086.883,452.6099854,711385.7794,5591090.405,452.7710266
711376.4412,5591083.87,452.7600098,711386.7776,5591087.382,452.9299927
711377.4699,5591080.857,452.9299927,711387.7759,5591084.359,453.0599976
711378.4986,5591077.844,453.019989,711388.7742,5591081.335,453.1700134
711379.5273,5591074.831,453.1700134,711389.7724,5591078.312,453.3699951
711380.556,5591071.818,453.3399963,711390.7707,5591075.289,453.5
711381.5847,5591068.805,453.4200134,711391.7689,5591072.266,453.6300049
711382.6134,5591065.792,453.6000061,711392.7674,5591069.242,453.7999878
711383.6421,5591062.779,453.75,711393.77,5591066.221,453.9500122
711384.6708,5591059.766,453.8900146,711394.7725,5591063.199,454.0899963
711385.6995,5591056.754,454.0700073,711395.7751,5591060.177,454.230011
711386.7181,5591053.77,454.1600037,711396.782,5591057.142,454.3599854
711387.7081,5591050.788,454.3599854,711397.7902,5591054.103,454.5299988
711388.6996,5591047.773,454.4599915,711398.7941,5591051.077,454.6300049
711389.6943,5591044.749,454.6300049,711399.7966,5591048.056,454.7999878
711390.689,5591041.725,454.7799988,711400.7992,5591045.034,454.9544983
711391.6837,5591038.701,454.9599915,711401.8017,5591042.012,455.0899963
711392.6783,5591035.676,455.1099854,711402.8042,5591038.991,455.2749939
711393.673,5591032.652,455.25,711403.8068,5591035.969,455.3500061
711394.6677,5591029.628,455.4200134,711404.8093,5591032.947,455.5899963
711395.6624,5591026.603,455.5469666,711405.8118,5591029.925,455.7200012
711396.6571,5591023.579,455.6799927,711406.8144,5591026.904,455.8999939
711397.6518,5591020.555,455.855011,711407.8169,5591023.882,456.0247192
711398.6465,5591017.531,455.9700012,711408.8183,5591020.86,456.1600037
711399.6412,5591014.506,456.0549927,711409.8117,5591017.835,456.2900085
711400.6358,5591011.482,456.2349548,711410.8052,5591014.811,456.5
711401.6305,5591008.458,456.3599854,711411.7986,5591011.786,456.6499939
711402.6252,5591005.433,456.5299988,711412.792,5591008.761,456.7650146
711403.6176,5591002.416,456.644989,711413.7865,5591005.733,456.8800049
711404.6016,5590999.404,456.8299866,711414.7819,5591002.702,457.0599976
711405.5821,5590996.382,456.9200134,711415.7763,5590999.675,457.1799927
711406.5648,5590993.354,457.1000061,711416.7698,5590996.65,457.3500061
711407.5474,5590990.326,457.2331238,711417.7632,5590993.625,457.480011
711408.5301,5590987.298,457.3500061,711418.7566,5590990.6,457.6499939
711409.5128,5590984.269,457.5400085,711419.75,5590987.576,457.7979736
711410.4955,5590981.241,457.6700134,711420.7435,5590984.551,457.980011
711411.4782,5590978.213,457.8250122,711421.7369,5590981.526,458.1300049
711412.4608,5590975.185,457.9500122,711422.7303,5590978.501,458.2399902
711413.4435,5590972.157,458.0450134,711423.7238,5590975.477,458.4200134
711414.4274,5590969.125,458.2688293,711424.7166,5590972.454,458.5599976
711415.4216,5590966.072,458.3800049,711425.7346,5590969.45,458.7200012
711416.4329,5590963.03,458.5599976,711426.7607,5590966.447,458.8299866
711417.4372,5590960.009,458.7000122,711427.7901,5590963.434,458.9700012
711418.4415,5590956.988,458.8399963,711428.8196,5590960.421,459.1099854
711419.4458,5590953.967,458.967804,711429.7991,5590957.392,459.3099976
711420.4502,5590950.945,459.1000061,711430.7682,5590954.359,459.4849854
711421.4545,5590947.924,459.2528687,711431.7373,5590951.326,459.5499878
711422.4588,5590944.903,459.3599854,711432.7098,5590948.294,459.75
711423.4631,5590941.882,459.5249939,711433.6844,5590945.263,459.875
711424.4607,5590938.881,459.6499939,711434.6619,5590942.223,460.019989
711425.4392,5590935.879,459.8200073,711435.6402,5590939.181,460.1752319
711426.4201,5590932.856,459.9400024,711436.6154,5590936.148,460.3399963
711427.4026,5590929.828,460.0950012,711437.5934,5590933.118,460.5100098
711428.3851,5590926.799,460.25,711438.5829,5590930.092,460.6300049
711429.3676,5590923.771,460.3599854,711439.5724,5590927.066,460.7999878
711430.3501,5590920.743,460.480011,711440.5619,5590924.04,460.9200134
711431.3327,5590917.714,460.625,711441.5513,5590921.014,461.1066589
711432.3152,5590914.686,460.7399902,711442.5416,5590917.988,461.2250061
711433.2977,5590911.658,460.9078979,711443.5324,5590914.962,461.3999939
711434.2802,5590908.629,461.0249939,711444.5233,5590911.937,461.5100098
711435.2627,5590905.601,461.1300049,711445.5141,5590908.911,461.625
711436.2452,5590902.573,461.3200073,711446.505,5590905.885,461.7766724
711437.2421,5590899.5,461.480011,711447.4892,5590902.88,461.9049988
711438.2779,5590896.44,461.5799866,711448.4734,5590899.875,462.0799866
711439.2996,5590893.423,461.7399902,711449.4246,5590896.836,462.1900024
711440.321,5590890.408,461.894989,711450.3742,5590893.796,462.3450012
711441.3424,5590887.392,462.0299988,711451.3237,5590890.757,462.4899902
711442.3639,5590884.377,462.1300049,711452.2733,5590887.717,462.6766663
711443.3853,5590881.361,462.3299866,711453.2394,5590884.683,462.8150024
711444.4067,5590878.346,462.4400024,711454.2683,5590881.67,462.9450073
711445.431,5590875.322,462.5950012,711455.2961,5590878.66,463.0849915
711446.473,5590872.27,462.730011,711456.3195,5590875.663,463.2149963
711447.5394,5590869.235,462.8900146,711457.2947,5590872.646,463.3150024
711448.5942,5590866.233,463.0700073,711458.2165,5590869.594,463.4500122
711449.5823,5590863.421,463.1600037,711459.1592,5590866.474,463.6400146
711450.4092,5590860.568,463.2650146,711460.1022,5590863.353,463.769989
711451.2835,5590857.52,463.4549866,711461.0242,5590860.3,463.9400024
711452.0818,5590854.736,463.6199951,711461.9764,5590857.149,464.0400085
711452.6106,5590852.142,463.7049866,711462.9604,5590853.892,464.2600098
711453.0073,5590849.227,463.8500061,711463.6241,5590850.667,464.3800049
711453.4257,5590846.154,464.0100098,711463.8132,5590847.446,464.480011
711453.7332,5590843.521,464.1499939,711464.0122,5590844.056,464.6400146
711453.7022,5590840.926,464.2513733,711464.2129,5590840.637,464.75
711453.6116,5590838.445,464.4049988,711464.2706,5590837.139,464.875
711453.0907,5590835.988,464.4649963,711463.4604,5590833.748,465.019989
711452.4334,5590833.173,464.5950012,711462.6914,5590830.53,465.1099854
711451.6645,5590830.48,464.730011,711461.9113,5590827.265,465.1900024
711450.7415,5590827.816,464.8099976,711461.1286,5590823.989,465.3299866
711449.7312,5590825.26,464.9533386,711459.5315,5590820.977,465.3599854
711448.5098,5590822.743,465.0499878,711457.8476,5590818.068,465.4400024
711447.3451,5590820.462,465.2149963,711456.1266,5590815.094,465.4849854
711445.8339,5590818.391,465.3450012,711454.3176,5590812.17,465.6149902
711444.1001,5590816.1,465.4349976,711452.0174,5590809.76,465.6950073
711442.2329,5590813.918,465.5950012,711449.7333,5590807.368,465.7900085
711440.4462,5590811.942,465.6499939,711447.411,5590804.935,465.8500061
711438.4688,5590810.195,465.8099976,711444.8355,5590802.757,465.9299927
711436.4607,5590808.547,465.9299927,711442.0439,5590800.864,465.9833374
711434.1491,5590807.082,466.0249939,711439.2961,5590799.001,466.0849915
711431.5171,5590805.415,466.2000122,711436.4704,5590797.463,466.1549988
711429.0368,5590803.912,466.2200012,711433.5711,5590795.956,466.2550049
711426.4067,5590802.52,466.3649902,711430.6942,5590794.462,466.3150024
711423.0969,5590800.768,466.4400024,711428.1245,5590792.82,466.4049988
711420.0797,5590798.538,466.5650024,711425.6325,5590791.083,466.4849854
711417.1196,5590796.339,466.7049866,711423.1157,5590789.329,466.5499878
711414.4567,5590793.751,466.8399963,711420.7741,5590787.352,466.605011
711412.1665,5590791.48,466.9299927,711418.6666,5590784.963,466.6749878
711409.2796,5590788.616,467.0150146,711416.7129,5590782.747,466.75
711407.119,5590785.111,467.125,711414.8179,5590780.476,466.8299866
711405.4607,5590782.322,467.2099915,711413.152,5590777.775,466.9049988
711403.8326,5590779.584,467.3450012,711411.6063,5590774.988,466.9666748
