inner_x,inner_y,inner_z,outer_x,outer_y,outer_z
711401.8081,5590776.178,467.4400024,711410.2939,5590772.294,467.0400085
711400.5292,5590772.403,467.5050049,711409.3163,5590769.483,467.1099854
711399.5227,5590769.35,467.5599976,711408.385,5590766.445,467.2000122
711398.5255,5590766.326,467.6400146,711407.4516,5590763.401,467.269989
711397.266,5590762.507,467.7900085,711406.888,5590760.517,467.3250122
711396.8908,5590758.438,467.8599854,711406.5423,5590757.651,467.3850098
711396.6563,5590755.19,467.8699951,711406.1633,5590754.51,467.519989
711396.403,5590751.681,468.019989,711405.9855,5590751.43,467.5700073
711396.476,5590747.836,468.0499878,711406.2873,5590748.476,467.6199951
711396.9288,5590743.794,468.0966797,711406.5815,5590745.596,467.6950073
711397.9047,5590740.112,468.1594543,711406.8976,5590742.599,467.7200012
711398.8184,5590736.97,468.2000122,711407.8404,5590739.582,467.7850037
711399.7075,5590733.913,468.2749939,711408.7902,5590736.542,467.8599854
711400.5966,5590730.856,468.3166809,711409.7148,5590733.495,467.9100037
711401.4857,5590727.799,468.3033447,711410.5936,5590730.435,467.9349976
711402.3748,5590724.742,468.3599854,711411.4724,5590727.375,468.0450134
711403.264,5590721.685,468.3699951,711412.3512,5590724.315,468.1000061
711404.1531,5590718.628,468.3699951,711413.23,5590721.255,468.1499939
711405.0422,5590715.571,468.4549866,711414.1088,5590718.195,468.2200012
711405.9313,5590712.514,468.4700012,711414.9877,5590715.135,468.2399902
711406.8151,5590709.475,468.4599915,711415.8679,5590712.07,468.3150024
711407.6797,5590706.445,468.4949951,711416.7637,5590709.006,468.3699951
711408.5382,5590703.393,468.4866638,711417.662,5590705.948,468.4299927
711409.4005,5590700.328,468.5100098,711418.5593,5590702.893,468.5
711410.2627,5590697.263,468.5150146,711419.4566,5590699.838,468.5450134
711411.1249,5590694.199,468.5400085,711420.3539,5590696.783,468.5950012
711411.9871,5590691.134,468.5100098,711421.2512,5590693.728,468.6300049
711412.8493,5590688.069,468.5450134,711422.1484,5590690.673,468.6900024
711413.7115,5590685.005,468.5299988,711423.0457,5590687.618,468.730011
711414.5738,5590681.94,468.519989,711423.943,5590684.563,468.7799988
711415.436,5590678.875,468.5400085,711424.8403,5590681.509,468.8299866
711416.3089,5590675.773,468.5333252,711425.7376,5590678.467,468.8200073
711417.225,5590672.645,468.5299988,711426.6371,5590675.439,468.8399963
711418.1603,5590669.564,468.5350037,711427.5404,5590672.398,468.894989
711419.0852,5590666.518,468.5400085,711428.447,5590669.346,468.9400024
711420.0093,5590663.474,468.5,711429.3538,5590666.293,468.9700012
711420.9176,5590660.474,468.5400085,711430.2649,5590663.226,468.9400024
711421.7922,5590657.446,468.5499878,711431.1745,5590660.164,468.9400024
711422.6384,5590654.561,468.5450134,711431.9882,5590657.029,468.9750061
711423.3104,5590651.735,468.5450134,711432.776,5590653.856,468.9700012
711423.933,5590648.805,468.5499878,711433.3544,5590650.667,468.9700012
711424.4522,5590645.99,468.5650024,711433.7629,5590647.413,468.9899902
711424.7914,5590643.253,468.5299988,711434.1737,5590644.142,468.9500122
711424.9658,5590640.615,468.5249939,711434.5902,5590640.825,468.9849854
711424.8997,5590637.802,468.4949951,711434.9821,5590637.518,468.9599915
711424.8028,5590634.896,468.4899902,711434.5591,5590634.257,468.9349976
711424.5345,5590632.187,468.4849854,711434.1314,5590630.96,468.9349976
711424.1024,5590629.473,468.4849854,711433.7041,5590627.665,468.9200134
711423.5007,5590626.737,468.4466553,711433.1631,5590624.395,468.9500122
711422.7571,5590623.96,468.4549866,711432.2035,5590621.25,468.9649963
711421.8796,5590621.128,468.4150085,711431.2533,5590618.136,468.9299927
711421.0677,5590618.641,468.4100037,711430.0409,5590614.996,468.9189758
711419.9117,5590616.31,468.3850098,711428.4931,5590612.01,468.8800049
711418.5115,5590613.613,468.3200073,711427.0069,5590609.143,468.8200073
711417.079,5590610.956,468.3099976,711425.5178,5590606.27,468.8150024
711415.8075,5590608.725,468.2600098,711423.5837,5590603.513,468.8250122
711414.2455,5590606.744,468.2600098,711421.4931,5590600.882,468.7633362
711412.3752,5590604.54,468.2099915,711419.4602,5590598.324,468.7600098
711410.5029,5590602.5,468.1849976,711417.1255,5590595.991,468.6499939
711408.4412,5590600.564,468.1400146,711414.7673,5590593.709,468.6799927
711406.3824,5590598.717,468.1149902,711412.2658,5590591.564,468.5400085
711404.0944,5590597.013,468.0700073,711409.6768,5590589.559,468.5499878
711401.5368,5590595.108,468,711407.1551,5590587.606,468.4549866
711398.9792,5590593.203,467.9400024,711404.6334,5590585.653,468.4400024
711396.4216,5590591.297,467.875,711402.1117,5590583.699,468.3699951
711393.8259,5590589.364,467.8150024,711399.6011,5590581.755,468.2850037
711391.2525,5590587.395,467.7650146,711397.0917,5590579.811,468.2550049
711388.7188,5590585.452,467.7349854,711394.5713,5590577.859,468.1799927
711386.1879,5590583.512,467.6600037,711392.0326,5590575.929,468.1499939
711383.6569,5590581.572,467.6099854,711389.4915,5590574.002,468.0650024
711381.126,5590579.632,467.5693665,711386.9504,5590572.075,468.0650024
711378.6114,5590577.704,467.5150146,711384.4045,5590570.144,467.980011
711376.0979,5590575.799,467.4500122,711381.8552,5590568.211,467.8866577
711373.5604,5590573.892,467.3900146,711379.3106,5590566.281,467.8699951
711371.0109,5590571.976,467.3450012,711376.7695,5590564.354,467.7250061
711368.4615,5590570.06,467.2799988,711374.2283,5590562.427,467.6900024
711365.912,5590568.144,467.2000122,711371.6872,5590560.5,467.6066589
711363.3626,5590566.228,467.1549988,711369.1461,5590558.573,467.5450134
711360.8131,5590564.312,467.1000061,711366.574,5590556.687,467.4599915
711358.2259,5590562.367,467.0233459,711364.01,5590554.813,467.3699951
711355.6517,5590560.381,466.9500122,711361.449,5590552.941,467.3200073
711353.1231,5590558.412,466.855011,711358.8765,5590551.06,467.1799927
711350.6065,5590556.454,466.7600098,711356.3006,5590549.177,467.1549988
711348.09,5590554.495,466.6766663,711353.7246,5590547.294,467.0150146
711345.6229,5590552.574,466.6199951,711351.1505,5590545.386,466.9500122
711343.1407,5590550.709,466.5249939,711348.5947,5590543.447,466.8800049
711340.5974,5590548.82,466.4400024,711346.0501,5590541.516,466.769989
711338.0368,5590546.919,466.3399963,711343.5095,5590539.588,466.6900024
711335.4763,5590545.018,466.2749939,711340.9688,5590537.66,466.5400085
711332.9157,5590543.117,466.1416321,711338.4281,5590535.732,466.4349976
711330.3551,5590541.215,466.0670166,711335.8875,5590533.804,466.3517761
711327.7313,5590539.267,465.9450073,711333.363,5590531.888,466.230011
711325.1467,5590537.261,465.855011,711330.8393,5590529.973,466.1600037
711322.6263,5590535.301,465.769989,711328.2988,5590528.047,466.0499878
711320.1091,5590533.343,465.6700134,711325.7489,5590526.131,465.9599915
711317.5918,5590531.385,465.5400085,711323.199,5590524.214,465.8349915
711315.0745,5590529.427,465.4666748,711320.6491,5590522.298,465.6650085
711312.5573,5590527.469,465.355011,711318.0992,5590520.382,465.6000061
711310.0783,5590525.541,465.2449951,711315.541,5590518.46,465.4599915
711307.5793,5590523.649,465.1400146,711312.9822,5590516.537,465.3649902
711305.0383,5590521.733,465.0400085,711310.4316,5590514.62,465.1950073
711302.492,5590519.813,464.8866577,711307.882,5590512.704,465.1600037
711299.9458,5590517.892,464.8150024,711305.3324,5590510.788,464.980011
711297.3996,5590515.972,464.6900024,711302.7851,5590508.869,464.855011
711294.8534,5590514.052,464.5499878,711300.244,5590506.942,464.7200012
711292.3072,5590512.131,464.375,711297.703,5590505.015,464.5950012
711289.761,5590510.211,464.2550049,711295.1619,5590503.088,464.480011
711287.2154,5590508.291,464.144989,711292.6207,5590501.161,464.3399963
711284.6877,5590506.385,464.0036621,711290.0756,5590499.23,464.1950073
711282.1475,5590504.495,463.8699951,711287.5306,5590497.3,464.1000061
711279.589,5590502.591,463.7600098,711284.9894,5590495.373,463.9599915
711277.0305,5590500.687,463.5799866,711282.4482,5590493.446,463.8200073
711274.472,5590498.783,463.4599915,711279.907,5590491.519,463.6700134
711271.9135,5590496.879,463.3150024,711277.3659,5590489.591,463.5549927
711269.3551,5590494.975,463.1799927,711274.8247,5590487.664,463.3800049
711266.7966,5590493.071,463.0100098,711272.2835,5590485.737,463.2399902
711264.2381,5590491.166,462.8299866,711269.7423,5590483.81,463.1099854
711261.6796,5590489.262,462.75,711267.1867,5590481.902,462.9700012
711259.1211,5590487.358,462.5650024,711264.6236,5590480.004,462.8633423
711256.5345,5590485.433,462.4249878,711262.0674,5590478.111,462.6499939
711253.9648,5590483.483,462.2533264,711259.5114,5590476.218,462.4766541
711251.4239,5590481.552,462.0933228,711256.9485,5590474.32,462.394989
711248.8847,5590479.623,461.9100037,711254.3853,5590472.422,462.1900024
711246.3454,5590477.693,461.7600098,711251.822,5590470.524,462.0400085
711243.8062,5590475.764,461.6000061,711249.2587,5590468.626,461.9100037
711241.2669,5590473.834,461.4100037,711246.6955,5590466.728,461.769989
711238.7276,5590471.905,461.3099976,711244.1322,5590464.83,461.5599976
711236.1884,5590469.975,461.1000061,711241.5689,5590462.932,461.3999939
711233.6491,5590468.046,460.8800049,711239.0536,5590460.971,461.2900085
711231.111,5590466.117,460.7799988,711236.5512,5590458.993,461.0400085
711228.5777,5590464.193,460.5499878,711234.0476,5590457.013,460.9899902
711226.0396,5590462.274,460.4100037,711231.5442,5590455.034,460.75
711223.4959,5590460.35,460.25,711229.042,5590453.056,460.6099854
711220.9522,5590458.427,460.0899963,711226.5397,5590451.077,460.4599915
711218.4085,5590456.503,459.8599854,711224.0071,5590449.139,460.269989
711215.8647,5590454.579,459.6600037,711221.4431,5590447.242,460.0499878
711213.321,5590452.656,459.5400085,711218.879,5590445.345,459.8800049
711210.7773,5590450.732,459.2600098,711216.315,5590443.448,459.730011
711208.2335,5590448.808,459.1700134,711213.7509,5590441.551,459.480011
711205.6898,5590446.885,458.8999939,711211.1869,5590439.654,459.4100037
711203.1909,5590444.995,458.7149963,711208.6126,5590437.75,459.1600037
711200.6729,5590443.15,458.5400085,711206.0401,5590435.839,458.8999939
711198.1035,5590441.28,458.2999878,711203.5018,5590433.902,458.7999878
711195.5248,5590439.403,458.1507874,711200.9655,5590431.967,458.5299988
711192.9461,5590437.527,457.9299927,711198.4292,5590430.033,458.3399963
711190.3349,5590435.626,457.7200012,711195.9015,5590428.104,458.1799927
711187.743,5590433.697,457.519989,711193.3718,5590426.181,457.8699951
711185.1014,5590431.728,457.269989,711190.8535,5590424.271,457.7999878
711182.5629,5590429.723,457.1499939,711188.3222,5590422.352,457.4700012
711180.1911,5590427.909,456.8800049,711185.7387,5590420.394,457.4100037
711177.5988,5590426.082,456.7129822,711183.1928,5590418.465,457.1099854
711175.0573,5590424.159,456.4599915,711180.6269,5590416.57,456.9100037
711172.6101,5590422.436,456.2449951,711178.0172,5590414.644,456.7200012
711170.0308,5590420.69,456.0100098,711175.4318,5590412.735,456.4500122
711167.5269,5590419.003,455.7399902,711172.7333,5590410.94,456.3500061
711165.4428,5590417.716,455.5899963,711169.776,5590409.261,456.1000061
711163.0589,5590416.736,455.4500122,711166.7112,5590407.865,455.75
711160.1755,5590415.572,455.2099915,711163.7815,5590406.53,455.6799927
711157.4624,5590414.514,454.9700012,711160.6597,5590405.523,455.3699951
711155.0896,5590413.758,454.8237,711157.3584,5590404.782,455.1400146
711152.4505,5590413.265,454.6499939,711154.116,5590404.054,454.980011
711149.6453,5590412.779,454.3500061,711150.9019,5590403.332,454.7799988
711146.7707,5590412.514,454.1799927,711147.6151,5590403.247,454.480011
711144.1219,5590412.27,453.9299927,711144.292,5590403.233,454.2999878
711141.5834,5590412.408,453.6799927,711140.9498,5590403.219,454.1000061
711138.6194,5590412.661,453.4599915,711137.7215,5590403.556,453.8711853
711136.0468,5590412.919,453.2999878,711134.4569,5590404.199,453.6600037
711133.4925,5590413.593,453.019989,711131.2118,5590404.838,453.4599915
711130.4423,5590414.399,452.8099976,711128.0658,5590405.458,453.3099976
711127.8705,5590415.078,452.6199951,711124.9367,5590406.56,453.1300049
711125.5719,5590416.054,452.3999939,711121.943,5590408.036,452.7999878
711122.9553,5590417.3,452.2099915,711119.0319,5590409.472,452.6099854
711120.6738,5590418.489,452.0400085,711116.0661,5590410.935,452.3900146
711118.4535,5590420.04,451.7600098,711113.3456,5590412.774,452.1499939
711115.9796,5590421.77,451.5899963,711110.9204,5590414.914,452.0100098
711114.0688,5590423.172,451.4400024,711108.449,5590417.096,451.7600098
711112.4523,5590425.025,451.269989,711105.9763,5590419.278,451.4899902
711110.448,5590427.322,451.0599976,711103.5455,5590421.424,451.3399963
711108.669,5590429.419,450.730011,711101.5568,5590424.033,451.1600037
711107.0938,5590431.733,450.4899902,711099.7929,5590426.783,450.9299927
711105.3163,5590434.345,450.3599854,711098.0694,5590429.469,450.6400146
711103.8645,5590436.478,450.0499878,711096.2927,5590432.238,450.4549866
711102.8559,5590438.692,449.8999939,711094.4826,5590435.059,450.2399902
711101.7195,5590441.465,449.6499939,711093.2665,5590438.05,450
711100.728,5590443.884,449.4500122,711092.227,5590441.19,449.7900085
711100.1628,5590446.326,449.2900085,711091.1783,5590444.357,449.605011
711099.5959,5590449.136,449.0499878,711090.1427,5590447.485,449.4371643
711099.206,5590451.751,448.8299866,711089.7636,5590450.798,449.269989
711099.0537,5590454.583,448.6600037,711089.6467,5590454.078,448.9599915
711098.8857,5590457.706,448.4700012,711089.5327,5590457.274,448.7600098
711098.7497,5590460.233,448.2000122,711089.4132,5590460.627,448.6000061
711099.0891,5590462.653,448.0050049,711089.4294,5590464.033,448.3365479
711099.5802,5590465.655,447.769989,711090.3538,5590467.154,448.1099854
711100.0312,5590468.413,447.5499878,711091.2884,5590470.31,447.875
711100.6512,5590470.671,447.3399963,711092.2383,5590473.517,447.6900024
711101.6891,5590473.208,447.1081543,711093.1723,5590476.671,447.4849854
711102.8791,5590476.118,446.8800049,711094.2488,5590479.683,447.2900085
711103.8863,5590478.581,446.6700134,711095.679,5590482.675,447.0400085
711105.2443,5590480.837,446.512146,711097.1162,5590485.681,446.8866577
711106.7968,5590483.374,446.2200012,711098.9262,5590488.375,446.6900024
711108.1239,5590485.429,446.0400085,711100.9008,5590491.104,446.4849854
711109.8804,5590487.265,445.9100037,711102.9744,5590493.744,446.2950134
711112.0085,5590489.489,445.6499939,711105.294,5590495.978,446.0100098
711113.8534,5590491.405,445.4349976,711107.6866,5590498.283,445.8399963
711115.9779,5590493.027,445.2566528,711110.0902,5590500.599,445.6099854
711118.4425,5590494.91,444.9500122,711112.6623,5590502.528,445.4599915
711120.8851,5590496.731,444.769989,711115.331,5590504.352,445.2000122
711123.411,5590498.511,444.4899902,711117.9877,5590506.167,444.9299927
711125.9886,5590500.327,444.3633423,711120.6295,5590507.972,444.8099976
711128.5595,5590502.101,444.1000061,711123.2808,5590509.776,444.4949951
711131.1746,5590503.875,443.9100037,711125.9309,5590511.565,444.2399902
711133.8142,5590505.666,443.7149963,711128.5746,5590513.349,444.0549927
711136.4538,5590507.457,443.4849854,711131.2182,5590515.134,443.7850037
711139.0933,5590509.247,443.2250061,711133.8618,5590516.918,443.519989
711141.7329,5590511.038,443.0549927,711136.5055,5590518.703,443.3566589
711144.3724,5590512.828,442.8500061,711139.1491,5590520.488,443.0950012
711147.012,5590514.619,442.5950012,711141.7928,5590522.272,442.7999878
711149.6515,5590516.409,442.4899902,711144.4364,5590524.057,442.5799866
711152.2911,5590518.2,442.2099915,711147.0801,5590525.841,442.394989
711154.9306,5590519.991,441.9599915,711149.7237,5590527.626,442.0650024
711157.5418,5590521.762,441.8150024,711152.3745,5590529.415,441.9200134
711160.1644,5590523.506,441.6000061,711155.0265,5590531.206,441.6400146
711162.8184,5590525.264,441.3399963,711157.6715,5590532.991,441.4500122
711165.4773,5590527.026,441.2399902,711160.3152,5590534.776,441.1549988
711168.1362,5590528.788,440.9599915,711162.9619,5590536.556,440.9299927
711170.7951,5590530.55,440.7200012,711165.6102,5590538.334,440.686676
711173.454,5590532.312,440.5750122,711168.2585,5590540.112,440.4700012
711176.1129,5590534.074,440.3349915,711170.9068,5590541.889,440.2149963
711178.7718,5590535.836,440.0899963,711173.5551,5590543.667,439.9200134
711181.4307,5590537.598,439.9400024,711176.2034,5590545.445,439.7900085
711184.0896,5590539.359,439.7000122,711178.8517,5590547.223,439.5100098
711186.7485,5590541.121,439.5,711181.5,5590549,439.2099915
711189.461,5590542.919,439.2250061,711184.1331,5590550.768,439.0249939
711192.1469,5590544.767,439.0950012,711186.7647,5590552.534,438.8200073
711194.7767,5590546.582,438.8500061,711189.4117,5590554.311,438.6199951
711197.4013,5590548.395,438.6350098,711192.0602,5590556.089,438.2799988
711200.026,5590550.207,438.4049988,711194.7087,5590557.867,438.1149902
711202.6506,5590552.019,438.2200012,711197.3572,5590559.645,437.8699951
711205.2752,5590553.831,437.9649963,711200.0056,5590561.423,437.5750122
711207.8998,5590555.644,437.7850037,711202.6541,5590563.201,437.3649902
711210.5245,5590557.456,437.5100098,711205.3026,5590564.979,437.1650085
711213.135,5590559.258,437.4150085,711207.9544,5590566.759,436.8699951
711215.7469,5590561.044,437.1799927,711210.6003,5590568.551,436.6650085
711218.377,5590562.833,436.9400024,711213.191,5590570.416,436.4666748
711221.1655,5590564.731,436.6950073,711215.742,5590572.253,436.2799988
711224.1776,5590567.006,436.4750061,711218.086,5590574.163,436.0400085
711226.7914,5590569.48,436.2449951,711220.4726,5590576.118,435.8349915
711229.3535,5590571.906,436.0249939,711222.6059,5590578.371,435.6000061
711231.9969,5590574.916,435.7200012,711224.5792,5590580.562,435.3200073
711234.034,5590577.986,435.5249939,711226.4554,5590582.987,435.0700073
711235.7958,5590580.64,435.3200073,711228.2615,5590585.613,434.8099976
711237.8788,5590583.779,435.0849915,711229.5845,5590588.363,434.6499939
711239.6124,5590587.573,434.8250122,711230.6483,5590591.026,434.3999939
711240.7189,5590591.018,434.5650024,711231.7774,5590593.872,434.1099854
711241.6926,5590594.05,434.3800049,711232.5963,5590596.954,433.894989
711242.8374,5590597.614,434.2149963,711233.3702,5590599.866,433.6400146
711243.5008,5590601.753,433.9349976,711234.1051,5590602.631,433.4599915
711243.6065,5590605.413,433.6549988,711234.102,5590605.684,433.1900024
711243.6984,5590608.595,433.480011,711234.0679,5590608.87,432.9599915
711243.8076,5590612.38,433.230011,711234.0358,5590611.863,432.730011
711243.2523,5590616.473,433.0499878,711233.8703,5590614.724,432.4849854
711242.4239,5590619.929,432.7049866,711233.203,5590617.728,432.2999878
711241.6817,5590623.024,432.4750061,711232.5125,5590620.836,431.9899902
711240.8855,5590626.346,432.3450012,711231.8355,5590623.884,431.8649902
711239.8026,5590629.868,432.0549927,711230.7225,5590626.713,431.5499878
711238.5392,5590633.091,431.7749939,711229.5758,5590629.595,431.3850098
711237.377,5590636.055,431.5700073,711228.3983,5590632.553,431.1400146
711236.2148,5590639.02,431.3250122,711227.2388,5590635.519,430.9150085
711235.0527,5590641.984,431.1300049,711226.0895,5590638.488,430.730011
711233.8905,5590644.949,430.9049988,711224.9402,5590641.458,430.4899902
711232.7283,5590647.914,430.6300049,711223.7909,5590644.427,430.2999878
711231.5662,5590650.878,430.3900146,711222.6416,5590647.397,430.0849915
711230.404,5590653.843,430.2099915,711221.4923,5590650.366,429.8649902
711229.2419,5590656.807,429.9599915,711220.3431,5590653.336,429.6849976
711228.0797,5590659.772,429.6749878,711219.1938,5590656.305,429.4299927
711226.9175,5590662.736,429.4100037,711218.0445,5590659.275,429.2200012
711225.7554,5590665.701,429.1799927,711216.8952,5590662.244,429.0466614
711224.5932,5590668.665,428.980011,711215.7459,5590665.214,428.7999878
711223.4408,5590671.605,428.7600098,711214.5939,5590668.19,428.6099854
711222.3158,5590674.537,428.4899902,711213.4402,5590671.171,428.3900146
711221.1951,5590677.499,428.25,711212.2891,5590674.146,428.1950073
711220.0683,5590680.477,428.0599976,711211.1398,5590677.115,428.019989
711218.9416,5590683.455,427.8066711,711209.9905,5590680.085,427.7950134
711217.8148,5590686.433,427.519989,711208.8816,5590683.069,427.5596924
711216.688,5590689.411,427.3349915,711207.782,5590686.058,427.3599854
711215.5612,5590692.389,427.0899963,711206.6824,5590689.046,427.1350098
711214.4345,5590695.367,426.8800049,711205.5828,5590692.034,426.9450073
711213.3077,5590698.345,426.6000061,711204.4832,5590695.023,426.7399902
711212.1809,5590701.323,426.3150024,711203.3836,5590698.011,426.5
711211.0542,5590704.301,426.1600037,711202.284,5590700.999,426.3049927
711209.9274,5590707.279,425.8649902,711201.1844,5590703.987,426.0700073
711208.8006,5590710.257,425.6199951,711200.0848,5590706.976,425.8200073
711207.6739,5590713.235,425.3999939,711198.9852,5590709.964,425.644989
711206.5605,5590716.178,425.269989,711197.8823,5590712.961,425.519989
711205.4846,5590719.112,424.980011,711196.7777,5590715.963,425.230011
711204.4128,5590722.088,424.8150024,711195.6717,5590718.955,424.9899902
711203.3339,5590725.083,424.5299988,711194.5672,5590721.941,424.8049927
711202.2549,5590728.079,424.3800049,711193.4627,5590724.927,424.5350037
711201.176,5590731.074,424.0599976,711192.3582,5590727.914,424.3599854
711200.097,5590734.07,423.8900146,711191.2537,5590730.9,424.1166687
711199.0181,5590737.065,423.6400146,711190.1492,5590733.887,423.9200134
711197.9391,5590740.061,423.4500122,711189.0447,5590736.873,423.6833191
711196.8602,5590743.057,423.1369019,711187.9402,5590739.86,423.4500122
711195.7812,5590746.052,422.9599915,711186.8357,5590742.846,423.25
711194.7023,5590749.048,422.7049866,711185.7312,5590745.832,423.0450134
711193.6234,5590752.043,422.4849854,711184.708,5590748.848,422.769989
711192.5737,5590754.958,422.3299866,711183.7196,5590751.901,422.5499878
711191.6065,5590757.855,422.1350098,711182.7283,5590754.962,422.3349915
711190.6464,5590760.846,421.9249878,711181.7441,5590758.002,422.1300049
711189.6733,5590763.877,421.7099915,711180.7633,5590761.031,421.8699951
711188.7002,5590766.908,421.3850098,711179.8005,5590764.065,421.6549988
711187.727,5590769.94,421.1666565,711178.8728,5590767.111,421.4599915
711186.7539,5590772.971,420.9849854,711177.9451,5590770.157,421.2349854
711185.7808,5590776.003,420.75,711177.0174,5590773.203,421.019989
711184.8101,5590779.026,420.5,711176.0892,5590776.251,420.8250122
711183.8753,5590781.96,420.3500061,711175.1544,5590779.32,420.5700073
711183.0154,5590784.926,420.0499878,711174.2203,5590782.387,420.3599854
711182.1287,5590787.983,419.8399963,711173.2926,5590785.433,420.1366577
711181.2419,5590791.041,419.605011,711172.4093,5590788.492,419.9299927
711180.3552,5590794.099,419.4200134,711171.5408,5590791.555,419.7250061
711179.4685,5590797.156,419.1799927,711170.6723,5590794.618,419.4049988
711178.5818,5590800.214,418.9949951,711169.8038,5590797.68,419.2000122
711177.6951,5590803.272,418.7600098,711168.9353,5590800.743,418.9750061
711176.8104,5590806.322,418.5350037,711168.0664,5590803.808,418.7600098
711175.9799,5590809.191,418.3349915,711167.1856,5590806.914,418.6000061
711175.3065,5590812.103,418.1350098,711166.4019,5590810.046,418.3266602
711174.5905,5590815.199,417.8599854,711165.6668,5590813.145,418.1350098
711173.8733,5590818.301,417.6400146,711164.932,5590816.242,417.9049988
711173.156,5590821.402,417.4549866,711164.1971,5590819.34,417.6749878
711172.4388,5590824.504,417.2149963,711163.4623,5590822.438,417.4700012
711171.7215,5590827.605,417.0299988,711162.7274,5590825.535,417.2000122
711171.0043,5590830.707,416.7399902,711161.9926,5590828.633,416.9649963
711170.287,5590833.809,416.480011,711161.2578,5590831.73,416.7200012
711169.5698,5590836.91,416.269989,711160.5334,5590834.83,416.5400085
711168.8526,5590840.012,416.0599976,711159.8174,5590837.932,416.3299866
711168.1353,5590843.113,415.8800049,711159.1014,5590841.034,416.1400146
711167.4181,5590846.215,415.6650085,711158.3854,5590844.136,415.875
711166.702,5590849.311,415.4200134,711157.6691,5590847.239,415.6799927
711165.9986,5590852.373,415.2099915,711156.9507,5590850.351,415.355011
711165.3249,5590855.446,415.0899963,711156.2326,5590853.462,415.1700134
711164.6433,5590858.556,414.75,711155.5165,5590856.564,414.9100037
711163.9617,5590861.665,414.5700073,711154.8205,5590859.671,414.6499939
711163.28,5590864.775,414.3699951,711154.1296,5590862.778,414.4500122
711162.5984,5590867.884,414.1900024,711153.4386,5590865.886,414.2399902
711161.9168,5590870.994,413.9750061,711152.7477,5590868.993,414.0249939
711161.2351,5590874.104,413.7449951,711152.0567,5590872.101,413.8200073
711160.5535,5590877.213,413.5650024,711151.3657,5590875.208,413.5499878
711159.8719,5590880.323,413.3900146,711150.6641,5590878.313,413.2600098
711159.1903,5590883.432,413.0899963,711149.9598,5590881.418,413.0599976
711158.5086,5590886.542,412.8850098,711149.2556,5590884.522,412.8099976
711157.827,5590889.651,412.6950073,711148.5513,5590887.627,412.6099854
711157.1454,5590892.761,412.5299988,711147.8471,5590890.732,412.3999939
711156.4638,5590895.87,412.269989,711147.1428,5590893.836,412.1466675
711155.7822,5590898.98,412.105011,711146.4386,5590896.941,411.8999939
711155.1005,5590902.089,411.875,711145.7344,5590900.045,411.7349854
711154.4232,5590905.179,411.6400146,711145.0301,5590903.156,411.4200134
711153.7633,5590908.27,411.4750061,711144.3267,5590906.268,411.1950073
711153.1011,5590911.382,411.1300049,711143.6247,5590909.374,411.0100098
711152.4384,5590914.495,411.0299988,711142.9228,5590912.479,410.7799988
711151.7758,5590917.609,410.7666626,711142.2209,5590915.584,410.519989
711151.1131,5590920.722,410.5,711141.519,5590918.69,410.3500061
711150.4504,5590923.836,410.3399963,711140.8171,5590921.795,410.0700073
711149.7878,5590926.95,410.1300049,711140.1152,5590924.9,409.894989
711149.1251,5590930.063,409.875,711139.4133,5590928.005,409.6966553
711148.4625,5590933.177,409.6900024,711138.7114,5590931.111,409.3999939
711147.7998,5590936.29,409.3999939,711138.0096,5590934.216,409.1824951
711147.1345,5590939.416,409.1900024,711137.3084,5590937.317,408.9899902
711146.4445,5590942.605,408.9750061,711136.5989,5590940.391,408.7600098
711145.7,5590945.768,408.7799988,711135.8883,5590943.469,408.519989
711144.9706,5590948.867,408.6000061,711135.1724,5590946.571,408.3099976
711144.2485,5590951.935,408.3099976,711134.4539,5590949.684,408.052887
711143.5586,5590954.982,408.1000061,711133.7332,5590952.806,407.8699951
711142.8845,5590958.065,407.9700012,711133.0515,5590955.925,407.6099854
711142.2047,5590961.175,407.6300049,711132.3791,5590959.037,407.3599854
711141.5248,5590964.285,407.4500122,711131.7067,5590962.148,407.144989
711140.8449,5590967.395,407.2200012,711131.0342,5590965.26,406.9400024
711140.1651,5590970.505,406.980011,711130.3618,5590968.371,406.7099915
711139.4852,5590973.615,406.8200073,711129.6894,5590971.483,406.4899902
711138.8054,5590976.725,406.5899963,711129.017,5590974.594,406.2625122
711138.1255,5590979.834,406.3399963,711128.3445,5590977.706,406.0599976
711137.4456,5590982.944,406.1900024,711127.6721,5590980.817,405.8399963
711136.7658,5590986.054,405.8900146,711126.9997,5590983.929,405.5499878
711136.0859,5590989.164,405.6950073,711126.3373,5590987.042,405.3250122
711135.406,5590992.274,405.5100098,711125.6906,5590990.159,405.1300049
711134.7262,5590995.384,405.230011,711125.044,5590993.277,404.9400024
711134.0463,5590998.494,405.0697632,711124.3973,5590996.394,404.6799927
711133.3666,5591001.603,404.8699951,711123.7506,5590999.511,404.4603882
711132.6885,5591004.707,404.6099854,711123.1036,5591002.63,404.2600098
711132.0151,5591007.812,404.5,711122.4565,5591005.749,404.0100098
711131.3405,5591010.923,404.2000122,711121.8099,5591008.866,403.7900085
711130.6659,5591014.034,403.9400024,711121.1632,5591011.983,403.5100098
711129.9913,5591017.145,403.7799988,711120.5166,5591015.1,403.2799988
711129.3166,5591020.256,403.480011,711119.8515,5591018.213,403.0899963
