outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,initial_x,initial_y,initial_z,initial_position
605014.4338,5805578.887,4.413726705,605005.9158,5805581.677,4.658051645,605012.1685,5805579.629,4.478702575,0.26593939
605011.4198,5805569.54,4.388523858,605002.8399,5805572.197,4.80281122,605009.1336,5805570.248,4.498913715,0.266456599
605008.3982,5805559.884,4.369603356,604999.6497,5805562.363,4.97863066,605006.2412,5805560.495,4.51976305,0.246556819
605005.5906,5805549.866,4.345123503,604996.7363,5805551.99,5.132286308,605003.6646,5805550.328,4.51634893,0.217522107
605003.2273,5805539.478,4.312155262,604993.7295,5805540.917,5.200071007,605001.6017,5805539.725,4.464122182,0.171150115
605001.5886,5805528.553,4.304857186,604991.6712,5805529.436,5.149610522,605000.1773,5805528.678,4.425064417,0.142298596
605000.8264,5805517.164,4.27835166,604990.7007,5805517.632,4.979657985,604999.3836,5805517.231,4.378279968,0.142488748
605000.6003,5805505.432,4.20779658,604990.5239,5805505.584,4.729096101,604999.1143,5805505.454,4.284674633,0.147473684
605000.7751,5805494.541,4.170527882,604991.0676,5805494.8,4.502704221,604998.9644,5805494.589,4.232488488,0.186529394
605000.983,5805484.719,4.224199299,604991.5512,5805485.174,4.348268321,604998.5354,5805484.837,4.256395692,0.259503123
605001.1777,5805475.46,4.386889349,604991.773,5805476.417,4.28892231,604997.6976,5805475.814,4.350638524,0.370031167
605001.3698,5805466.34,4.672730523,604991.6619,5805468.567,4.34322892,604996.3903,5805467.482,4.503720948,0.512928854
605000.7004,5805457.672,5.051567401,604990.9629,5805460.772,4.496760043,604994.5177,5805459.64,4.699302063,0.6349305
604998.8871,5805449.622,5.467051352,604989.5928,5805453.196,4.719941167,604992.0173,5805452.263,4.914829968,0.739145728
604996.1567,5805441.86,5.858987404,604987.3768,5805446.029,4.982925574,604988.8278,5805445.34,5.12770472,0.834737405
604992.4788,5805434.115,6.165531473,604983.5411,5805440.062,5.248974605,604985.0203,5805439.078,5.400664882,0.834499732
604987.6259,5805427.082,6.359297328,604979.3524,5805434.442,5.492973363,604980.5561,5805433.371,5.619010513,0.854522034
604980.8289,5805421.586,6.447412526,604974.2163,5805429.508,5.699424447,604975.3601,5805428.138,5.828808769,0.827021091
604973.711,5805417.377,6.453446671,604968.0809,5805425.411,5.852329952,604969.4708,5805423.428,6.000721667,0.753142374
604966.0952,5805413.779,6.393188017,604961.508,5805421.852,5.948980188,604962.983,5805419.256,6.091811359,0.678458379
604958.4175,5805410.644,6.291371746,604954.4678,5805418.628,5.98776886,604956.0022,5805415.527,6.105714898,0.611511301
604950.662,5805407.763,6.179484393,604947.0621,5805415.681,5.981346525,604948.6791,5805412.124,6.070347564,0.550812649
604942.7017,5805404.806,6.072881563,604939.3871,5805412.912,5.952825041,604941.0313,5805408.891,6.012378942,0.503951477
604934.6232,5805401.806,5.967192481,604931.4504,5805410.049,5.885597874,604933.1068,5805405.746,5.928195042,0.477941243
604926.3538,5805398.733,5.829026714,604923.2642,5805407.097,5.773287586,604924.9073,5805402.649,5.802930178,0.468190477
604918.8823,5805395.958,5.674374994,604915.8395,5805404.418,5.64200138,604917.451,5805399.937,5.659146888,0.470384436
604912.2897,5805393.51,5.515340671,604909.2091,5805402.026,5.517987236,604910.8059,5805397.612,5.51661557,0.481652358
604906.3597,5805391.307,5.356457456,604903.1702,5805399.848,5.402558681,604904.7739,5805395.553,5.379378832,0.497198069
604901.132,5805389.365,5.205370786,604897.8131,5805397.916,5.301152486,604899.4606,5805393.671,5.253605455,0.503589924
604896.4877,5805387.641,5.057521288,604893.0051,5805396.181,5.212482204,604894.7696,5805391.854,5.133967117,0.493330514
604892.4175,5805385.903,4.914497866,604888.6208,5805394.599,5.137827616,604890.6117,5805390.039,5.020718015,0.475618848
604888.8956,5805384.058,4.775567868,604884.5206,5805393.05,5.074587034,604886.8912,5805388.177,4.912559275,0.458124968
604885.9624,5805382.252,4.641182956,604880.6705,5805391.147,5.019647316,604883.5798,5805386.256,4.811581714,0.450202503
604883.3211,5805380.203,4.51232433,604877.4569,5805389.074,4.968613378,604880.6353,5805384.266,4.721307831,0.458005659
604880.9636,5805378.221,4.385740422,604874.5087,5805386.8,4.918018988,604877.9891,5805382.174,4.631025333,0.460823783
604879.0075,5805376.312,4.263825629,604871.7377,5805384.2,4.865268367,604875.6262,5805379.981,4.543563366,0.4651131
604877.3117,5805374.516,4.147637667,604869.1873,5805381.387,4.812578418,604873.546,5805377.701,4.45584577,0.463503041
604875.8393,5805372.522,4.0363825,604866.9492,5805378.517,4.757439869,604871.7122,5805375.305,4.371120001,0.464228684
604874.4447,5805370.646,3.934110356,604864.9104,5805375.44,4.701760119,604870.1359,5805372.812,4.281029637,0.451929749
604873.1398,5805368.695,3.836140248,604863.151,5805372.167,4.645941996,604868.8024,5805370.202,4.18777513,0.434214712
604871.9631,5805366.319,3.745957553,604861.7412,5805369.04,4.590510393,604867.7074,5805367.452,4.097566035,0.416332689
604871.0567,5805363.711,3.660740639,604860.6072,5805365.973,4.534520391,604866.8772,5805364.616,4.010216806,0.399957451
604870.5749,5805360.998,3.58719375,604859.893,5805362.834,4.48147954,604866.314,5805361.73,3.94392294,0.398899769
604870.23,5805358.365,3.52564043,604859.2105,5805359.542,4.430349165,604866.0124,5805358.815,3.871908237,0.382736699
604870.1061,5805355.805,3.476296766,604858.9825,5805355.978,4.383713599,604865.9668,5805355.869,3.813962874,0.372118396
604870.2684,5805353.412,3.440272071,604859.1122,5805352.037,4.347988379,604866.1768,5805352.908,3.773185188,0.366758539
604870.4478,5805350.789,3.418519299,604859.5951,5805348.366,4.324588121,604866.645,5805349.94,3.736004316,0.350400738
604870.9604,5805348.031,3.414445291,604860.3486,5805344.848,4.3152059,604867.3847,5805346.959,3.7179616,0.336954322
604871.7524,5805345.286,3.42835489,604861.4056,5805341.341,4.322563432,604868.4022,5805344.009,3.717890854,0.323790181
604872.6392,5805342.712,3.460977865,604863.0253,5805337.524,4.346079559,604869.6979,5805341.124,3.73176844,0.305944357
604874.1012,5805340.216,3.515120711,604864.9557,5805334.084,4.387564217,604871.2782,5805338.323,3.784418922,0.308671263
604875.6382,5805337.592,3.58690423,604867.1421,5805331.009,4.449205321,604873.1318,5805335.65,3.841293445,0.29501261
604877.3737,5805334.95,3.676835836,604869.463,5805328.156,4.530092821,604875.2545,5805333.13,3.905416644,0.267891724
604879.4484,5805332.519,3.786226437,604872.1244,5805325.437,4.631230178,604877.6498,5805330.78,3.993743455,0.24558106
604881.8125,5805330.425,3.913275652,604875.3606,5805322.839,4.751099681,604880.2914,5805328.637,4.110799398,0.23575793
604884.3088,5805328.736,4.058136836,604879.3151,5805320.236,4.888888923,604883.1336,5805326.736,4.253646813,0.235340869
604887.1485,5805327.266,4.218398517,604883.1982,5805317.793,5.043606273,604886.2255,5805325.053,4.411215337,0.233658332
604890.3395,5805326.005,4.391175209,604887.2358,5805316.138,5.20912866,604889.5829,5805323.6,4.59056983,0.243772457
604893.795,5805325.046,4.576742725,604891.5094,5805315.158,5.385454698,604893.1857,5805322.41,4.792352108,0.266608435
604897.4386,5805324.268,4.771203264,604895.8774,5805314.474,5.566218414,604896.9994,5805321.512,4.994853895,0.281316265
604901.305,5805323.941,4.976241017,604900.2853,5805313.996,5.745774245,604900.9961,5805320.929,5.209343465,0.302917926
604905.3539,5805323.766,5.191416429,604904.8019,5805314.21,5.920912612,604905.175,5805320.668,5.427875687,0.324139016
604909.5511,5805324.253,5.416477615,604909.4637,5805313.841,6.08716668,604909.5216,5805320.74,5.642771254,0.337409887
604913.6501,5805325.021,5.647278511,604914.5671,5805315.084,6.242963526,604914.0082,5805321.14,5.879945106,0.39058528
604917.7013,5805326.287,5.885904234,604919.7321,5805316.506,6.396665194,604918.6213,5805321.856,6.117287301,0.453017193
604922.1947,5805327.693,6.132073579,604924.6283,5805317.974,6.555212274,604923.3995,5805322.882,6.341549702,0.495054899
604926.7527,5805329.119,6.383023202,604929.7705,5805319.663,6.724698952,604928.3266,5805324.187,6.56122194,0.521538611
604931.6367,5805330.843,6.639169171,604934.8545,5805321.664,6.90824394,604933.4226,5805325.748,6.78851078,0.555018157
604936.7935,5805332.754,6.907113444,604940.0712,5805323.717,7.116756993,604938.6834,5805327.543,7.027993236,0.57659493
604942.1909,5805334.754,7.192289771,604945.4829,5805325.847,7.355980827,604944.112,5805329.556,7.287815544,0.583573611
604947.8176,5805336.839,7.491269097,604951.119,5805328.018,7.62597273,604949.7276,5805331.735,7.569202786,0.578563184
604953.6703,5805339.007,7.801209895,604957.0317,5805330.107,7.920656482,604955.5533,5805334.021,7.868121026,0.560175728
604959.746,5805341.259,8.127378147,604963.1643,5805332.273,8.235941274,604961.6087,5805336.362,8.186536519,0.544920988
604966.0423,5805343.591,8.458387697,604969.5119,5805334.515,8.570496698,604967.8962,5805338.741,8.518289182,0.534317824
604972.5689,5805346.01,8.805868738,604976.0546,5805336.826,8.899550209,604974.3949,5805341.199,8.854945198,0.523868498
604979.3033,5805348.505,9.16288984,604982.4368,5805340.174,9.214858683,604981.0978,5805343.734,9.19264694,0.57265499
604986.2373,5805351.074,9.52146731,604989.433,5805342.479,9.507262073,604987.9982,5805346.338,9.513640361,0.550994022
604993.3696,5805353.717,9.877615127,604996.6106,5805344.841,9.76976577,604995.1041,5805348.967,9.819897864,0.535163591
605000.7317,5805356.376,10.2168044,605003.9646,5805347.265,10.00097516,605002.4357,5805351.574,10.10304395,0.527085063
605008.3676,5805359.049,10.53228681,605011.4766,5805349.749,10.2048258,605010.0159,5805354.118,10.35866927,0.530188874
605016.3982,5805361.617,10.81140025,605019.1106,5805352.275,10.36810109,605017.8663,5805356.561,10.5714523,0.541274968
605024.6282,5805364.211,11.05127565,605027.1077,5805354.635,10.48084762,605026.0122,5805358.866,10.7328725,0.558185967
605033.1789,5805366.512,11.24108698,605035.3952,5805357.068,10.54976871,605034.4721,5805361.002,10.8377323,0.583456472
605042.0205,5805368.729,11.35883731,605044.0825,5805359.101,10.56922507,605043.2576,5805362.952,10.88511239,0.599946242
605051.3196,5805370.657,11.39458312,605053.0369,5805361.039,10.52475501,605052.3824,5805364.705,10.85627289,0.618868319
605061.0225,5805372.113,11.33756663,605062.4065,5805362.43,10.41053563,605061.8635,5805366.229,10.77421106,0.607698786
605071.1179,5805373.069,11.18683819,605072.1474,5805363.486,10.22602546,605071.7205,5805367.46,10.62442921,0.585347016
605081.6109,5805373.798,10.94184842,605082.2355,5805364.082,9.95874385,605081.9622,5805368.333,10.38891237,0.562438741
605092.4685,5805374.357,10.61716024,605092.6955,5805364.218,9.625208279,605092.5924,5805368.822,10.07564017,0.545913587
605103.6777,5805374.456,10.1975047,605103.5531,5805364.067,9.24892217,605103.6112,5805368.905,9.690685262,0.534291554
605115.2329,5805373.945,9.677031188,605114.8138,5805363.663,8.811793836,605115.013,5805368.551,9.223112393,0.524617706
605127.2511,5805372.9,9.04977939,605126.3892,5805363.274,8.315307025,605126.7894,5805367.743,8.65633679,0.535680586
605139.546,5805371.435,8.345027726,605138.438,5805362.34,7.755845493,605138.9443,5805366.496,8.025071923,0.543050545
605152.1317,5805369.459,7.586410271,605150.8833,5805360.779,7.148759074,605151.4669,5805364.837,7.353354894,0.53251371
605165.0132,5805366.944,6.794486045,605163.6887,5805358.668,6.496039672,605164.3571,5805362.845,6.646660305,0.495317208
605178.216,5805364.091,6.013394475,605176.8103,5805355.956,5.841309651,605177.6179,5805360.63,5.9401762,0.425474641
605191.7631,5805361.164,5.277694987,605190.3535,5805353.155,5.274385055,605191.2564,5805358.285,5.276505339,0.359466789
605205.6627,5805358.163,4.663809722,605204.321,5805350.268,4.823022728,605205.2556,5805355.767,4.712114755,0.303403421
605219.9894,5805355.472,4.208240089,605218.7254,5805347.482,4.575874325,605219.644,5805353.29,4.308672949,0.273186828
605234.7257,5805353.56,3.901315383,605233.8215,5805345.525,4.487474805,605234.4982,5805351.538,4.048797194,0.251606143
605249.676,5805352.858,3.736320805,605250.0495,5805345.003,4.460513958,605249.7601,5805351.089,3.899454348,0.225262857
605265.2166,5805353.571,3.699204342,605266.0914,5805345.788,4.465208505,605265.377,5805352.143,3.839705604,0.183421012
605280.9346,5805355.905,3.708209643,605282.3708,5805347.941,4.49770762,605281.1433,5805354.747,3.822965832,0.145353527
605296.4405,5805360.171,3.69045448,605299.1556,5805352.04,4.497037027,605296.9128,5805358.757,3.830769275,0.17396212
605311.7758,5805366.31,3.664168615,605315.1033,5805358.007,4.414032113,605312.5072,5805364.485,3.829006504,0.219824173
605326.5847,5805373.942,3.726892046,605331.1264,5805365.614,4.28336397,605327.7816,5805371.748,3.873539476,0.263530726
605341.5265,5805382.401,3.963478143,605346.1065,5805374.493,4.24553228,605342.8711,5805380.079,4.046284164,0.293583195
605356.4028,5805391.638,4.407762495,605360.9893,5805383.851,4.439579209,605357.9469,5805389.017,4.418473735,0.336657998
605371.5389,5805401.091,5.130427764,605375.6509,5805393.846,4.92336502,605373.3219,5805397.95,5.040643836,0.433607309
605386.9523,5805410.718,6.19072067,605391.0074,5805402.952,5.73484518,605389.1181,5805406.57,5.947249933,0.534074837
605403.1651,5805419.723,7.356453773,605406.6905,5805411.737,6.678977376,605405.4746,5805414.492,6.912649666,0.655084251
605420.5637,5805426.694,8.410154179,605423.6055,5805418.293,7.604350463,605422.5062,5805421.329,7.895554749,0.638616148
605439.1706,5805431.781,9.302334135,605440.9427,5805423.324,8.542037178,605440.2926,5805426.426,8.820965565,0.633137251
605458.0311,5805434.885,10.04911673,605459.1148,5805426.39,9.484954135,605458.6984,5805429.654,9.701742736,0.615733973
605477.1585,5805435.831,10.58239551,605477.8056,5805427.19,10.27292478,605477.4869,5805431.446,10.42536405,0.507418709
605496.4649,5805435.352,10.92870878,605496.6998,5805427.073,10.82043274,605496.5479,5805432.427,10.89045336,0.353314472
605515.8934,5805434.549,11.1637482,605515.8669,5805426.524,11.16202872,605515.8871,5805432.647,11.16334059,0.237025024
605535.4486,5805434.139,11.2438522,605535.2569,5805425.969,11.28335367,605535.407,5805432.366,11.25242158,0.216938185
605553.1961,5805433.792,11.14098079,605552.8872,5805425.466,11.17360326,605553.1233,5805431.829,11.14867177,0.235758467
605569.0292,5805433.236,10.93322239,605568.5801,5805424.739,10.88983711,605568.9185,5805431.142,10.92252728,0.246515044
605583.2204,5805432.442,10.70841571,605582.5538,5805423.893,10.48352231,605583.0481,5805430.233,10.65029699,0.258432826
605596.0652,5805431.273,10.47290199,605595.0297,5805422.616,10.01975966,605595.7984,5805429.042,10.35614156,0.257664805
605607.8735,5805429.482,10.18635297,605606.2524,5805420.933,9.548161159,605607.4577,5805427.289,10.02265466,0.256504451
605618.7951,5805426.888,9.825767001,605616.6167,5805418.74,9.073215788,605618.2125,5805424.709,9.624517939,0.267420635
605628.9421,5805423.324,9.390374623,605625.7585,5805415.947,8.587007852,605628.0435,5805421.242,9.163612919,0.282264645
605638.3409,5805418.999,8.905927611,605634.3606,5805412.146,8.095121169,605637.1014,5805416.865,8.653437766,0.311405983
605646.8849,5805413.801,8.398563646,605642.3278,5805407.131,7.59639999,605645.4576,5805411.712,8.147317815,0.31321003
605654.6165,5805407.834,7.891453853,605649.4517,5805401.474,7.083458105,605653.0891,5805405.953,7.652505178,0.295730444
605661.6997,5805401.447,7.399703731,605656.1602,5805395.798,6.563623278,605660.0084,5805399.722,7.144439598,0.3053102
605668.3776,5805394.872,6.930948626,605662.3185,5805389.536,6.070486482,605666.2865,5805393.031,6.633979418,0.345126822
605674.5397,5805387.649,6.481791245,605667.6593,5805382.717,5.610157874,605671.9401,5805385.786,6.152459517,0.377832879
605680.1365,5805379.691,6.064322518,605672.2836,5805375.416,5.19631298,605676.9054,5805377.932,5.707186571,0.411442204
605684.7985,5805371.127,5.693971915,605676.3078,5805367.305,4.831517224,605681.1544,5805369.487,5.323809306,0.429196375
605688.7487,5805361.893,5.391400274,605679.7357,5805358.892,4.528535043,605684.6502,5805360.528,4.999027876,0.454732032
605692.0498,5805352.205,5.150805548,605682.3114,5805349.838,4.299585365,605687.3589,5805351.065,4.740775132,0.481697162
605694.3176,5805341.952,4.980090531,605684.157,5805340.469,4.140450836,605689.2098,5805341.206,4.557993986,0.502711571
605695.2401,5805331.216,4.911229378,605685.3675,5805330.801,4.059834652,605690.1691,5805331.003,4.473912424,0.513646892
605694.9482,5805320.209,4.957398271,605685.64,5805320.781,4.082994409,605690.1295,5805320.505,4.504734987,0.517681862
605693.7566,5805309.046,5.093837616,605684.6352,5805310.49,4.220194066,605688.9911,5805309.8,4.637395078,0.522458632
605691.4019,5805297.785,5.281282106,605682.4008,5805300.126,4.457558806,605686.6161,5805299.03,4.843317943,0.531689269
605687.4821,5805286.565,5.505387972,605679.0225,5805289.993,4.775288075,605682.99,5805288.385,5.117700893,0.53100562
605682.1064,5805275.868,5.76298278,605674.3656,5805279.96,5.149802869,605678.2165,5805277.924,5.454850023,0.502518082
605676.0071,5805265.573,6.025025101,605668.6553,5805269.899,5.545580204,605672.5328,5805267.617,5.798448494,0.472575717
605669.3032,5805255.47,6.285564507,605662.1758,5805259.857,5.913916287,605666.2663,5805257.339,6.127210923,0.426083847
605662.4826,5805245.183,6.543631203,605655.3179,5805249.706,6.237569111,605659.7164,5805246.929,6.425466897,0.386078579
605655.5152,5805234.677,6.742334987,605648.2887,5805239.3,6.486762361,605652.9715,5805236.304,6.652373377,0.35199948
605648.3886,5805223.93,6.859862306,605641.0979,5805228.655,6.660481144,605645.9778,5805225.492,6.793932734,0.330671053
605641.1018,5805212.94,6.912326503,605633.7449,5805217.77,6.773147231,605638.7529,5805214.482,6.867890073,0.319274636
605633.73,5805201.712,6.863149495,605626.1609,5805206.544,6.799353277,605631.4258,5805203.183,6.84372801,0.304430508
605626.4243,5805190.174,6.683854885,605618.3331,5805194.82,6.73584072,605624.2993,5805191.394,6.697508445,0.262632275
605619.6069,5805177.985,6.41228344,605610.4536,5805182.554,6.551804256,605617.6636,5805178.955,6.441904624,0.21230704
605613.8366,5805164.896,6.093863963,605602.643,5805169.724,6.25094193,605611.5302,5805165.891,6.126229449,0.206047315
605608.9032,5805151.327,5.780695408,605595.687,5805157.121,5.861540822,605605.7899,5805152.692,5.799739994,0.235566414
605604.4166,5805139.266,5.51735504,605589.9554,5805145.701,5.485060654,605600.7394,5805140.903,5.509143423,0.254282766
605599.8319,5805128.431,5.303455538,605584.8955,5805135.287,5.152817755,605595.911,5805130.231,5.263911724,0.262508914
605595.0927,5805118.597,5.150679331,605580.4816,5805126.155,4.889968023,605591.1181,5805120.653,5.079758938,0.272027843
605590.626,5805109.326,5.04915575,605576.6214,5805117.766,4.678574471,605586.2581,5805111.959,4.93357522,0.311890548
605586.2165,5805100.392,4.982850924,605573.1445,5805110.073,4.49417561,605581.2681,5805104.057,4.797863501,0.378548828
605581.9392,5805092.145,4.938553638,605569.8263,5805101.996,4.343556497,605576.0195,5805096.959,4.647771469,0.488712277
605577.473,5805083.98,4.898386925,605566.6064,5805094.408,4.219625583,605570.3876,5805090.779,4.455812191,0.652033771
605571.9959,5805076.383,4.835160893,605562.4256,5805087.795,4.111762083,605564.2814,5805085.582,4.252047612,0.806076063
605563.8009,5805070.321,4.739564737,605556.899,5805082.782,4.009950231,605557.669,5805081.392,4.091342152,0.88844578
