outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,initial_x,initial_y,initial_z,initial_position
605554.6953,5805066.299,4.60995144,605550.2264,5805079.693,3.91460409,605550.7141,5805078.231,3.990499791,0.890851287
605545.4301,5805064.002,4.461934291,605542.942,5805078.36,3.823714784,605543.3653,5805075.918,3.93227819,0.829895402
605537.3003,5805063.122,4.302466167,605535.0184,5805077.617,3.738876283,605535.5447,5805074.274,3.868875317,0.769340467
605528.9427,5805062.792,4.165738879,605526.7412,5805077.338,3.661915042,605527.3772,5805073.136,3.807463357,0.711114141
605520.0178,5805062.647,4.056164332,605518.3955,5805077.273,3.592887931,605518.9453,5805072.316,3.749890504,0.661103923
605510.8013,5805062.92,3.983282654,605509.8855,5805077.646,3.533353164,605510.2537,5805071.725,3.714249984,0.597944497
605501.3874,5805063.408,3.94920091,605501.3184,5805078.474,3.493550187,605501.3507,5805071.426,3.706728078,0.532146933
605491.7596,5805064.454,3.93928434,605492.6684,5805079.738,3.478225957,605492.1841,5805071.593,3.723915291,0.4671189
605481.926,5805065.932,3.936495325,605483.8449,5805081.129,3.47300227,605482.7445,5805072.414,3.738786872,0.426561146
605471.8798,5805067.729,3.926070326,605474.8051,5805083.041,3.470275553,605473.0568,5805073.89,3.742678005,0.402357178
605461.7225,5805070.049,3.920344322,605465.401,5805085.341,3.470430782,605463.1645,5805076.044,3.743969965,0.392018217
605451.235,5805073.222,3.914418336,605456.1212,5805087.995,3.467558981,605453.136,5805078.97,3.740560222,0.389066774
605440.7481,5805077.275,3.913555355,605446.6502,5805091.349,3.462244128,605443.0496,5805082.763,3.737572091,0.389937272
605430.2329,5805082.107,3.913040611,605437.2232,5805095.639,3.453334791,605432.9887,5805087.442,3.731807647,0.394236782
605420.3316,5805087.251,3.893546319,605427.9305,5805100.234,3.449793512,605423.4818,5805092.633,3.709582382,0.414562767
605411.6488,5805092.145,3.885004139,605419.418,5805104.803,3.45195596,605415.0382,5805097.667,3.696083151,0.436258721
605404.2225,5805096.607,3.87990832,605412.1598,5805109.211,3.45785189,605407.7224,5805102.165,3.693808289,0.440936394
605397.751,5805100.701,3.900534906,605405.8129,5805113.124,3.466761807,605401.313,5805106.19,3.70887923,0.441834238
605392.0533,5805104.57,3.93888233,605400.4049,5805116.857,3.473835568,605395.6602,5805109.876,3.738036354,0.431883875
605386.8947,5805108.072,3.985215744,605395.6722,5805120.26,3.482358957,605390.6877,5805113.339,3.767914242,0.43213408
605382.2881,5805111.47,4.032007694,605391.5725,5805123.412,3.488028546,605386.3349,5805116.675,3.794901903,0.435872821
605378.0425,5805114.795,4.078632916,605388.0981,5805126.366,3.491531794,605382.5399,5805119.97,3.816048349,0.447255294
605374.2696,5805118.545,4.12059191,605385.1699,5805128.881,3.491518808,605379.2574,5805123.275,3.832736426,0.457586566
605370.569,5805122.276,4.157540854,605382.8206,5805131.334,3.489961865,605376.4451,5805126.621,3.837361361,0.479612887
605367.3494,5805125.697,4.190932138,605380.249,5805134.034,3.487479127,605374.0649,5805130.037,3.824718612,0.520593713
605364.351,5805129.482,4.221477645,605377.935,5805136.676,3.485575826,605372.0807,5805133.575,3.802727042,0.569030659
605361.3699,5805133.854,4.247415609,605375.9628,5805139.316,3.484849679,605370.4862,5805137.266,3.771031584,0.624714912
605358.9775,5805138.494,4.268523549,605374.1504,5805142.296,3.483246845,605369.3029,5805141.081,3.734137538,0.680508472
605357.3819,5805143.605,4.277744862,605372.6535,5805145.563,3.480760986,605368.5344,5805145.035,3.695721378,0.73028145
605356.2883,5805148.969,4.277731804,605371.6961,5805149.062,3.477642069,605368.1985,5805149.041,3.659267857,0.772992791
605356.1984,5805154.319,4.267008173,605371.4817,5805152.771,3.474840095,605368.2925,5805153.094,3.640137299,0.791337185
605357.0482,5805159.722,4.247037197,605372.0959,5805156.456,3.471004008,605368.8192,5805157.167,3.639986995,0.78224569
605358.7343,5805164.709,4.220122058,605373.3091,5805160.113,3.468578677,605369.7779,5805161.227,3.650659392,0.757723798
605360.8224,5805169.286,4.188293478,605375.1723,5805163.663,3.467220271,605371.1634,5805165.234,3.668662733,0.720635251
605363.6809,5805173.489,4.150810448,605377.5647,5805167.02,3.465557461,605372.971,5805169.16,3.692290294,0.669123714
605367.5874,5805177.743,4.112584528,605379.9356,5805169.925,3.464695611,605375.173,5805172.94,3.71458374,0.614306208
605371.4684,5805181.457,4.0736552,605382.7011,5805172.721,3.46499311,605377.7624,5805176.563,3.732604816,0.560327219
605375.3907,5805184.868,4.038089261,605385.954,5805175.352,3.465901584,605380.7543,5805180.036,3.747554935,0.507759317
605379.7629,5805188.349,4.003935261,605389.0075,5805177.812,3.465923443,605384.1516,5805183.347,3.748527235,0.474728765
605384.2879,5805191.624,3.970882823,605392.4864,5805180.101,3.46477423,605387.9544,5805186.471,3.7445413,0.447219461
605388.9128,5805194.754,3.940125894,605396.3263,5805182.565,3.461899595,605392.1725,5805189.395,3.729849346,0.439700348
605393.7235,5805197.855,3.918101828,605400.6619,5805184.92,3.459554333,605396.8058,5805192.109,3.714400856,0.444230862
605398.9159,5805200.757,3.90877924,605405.3643,5805187.232,3.454250842,605401.8485,5805194.606,3.702066611,0.454784749
605404.6227,5805203.677,3.906837444,605410.1936,5805189.391,3.450350356,605407.2721,5805196.883,3.689735538,0.475591877
605410.7183,5805205.951,3.911810365,605415.6322,5805191.204,3.451071593,605413.0497,5805198.954,3.693217918,0.474439504
605417.2372,5805207.471,3.915046871,605421.5633,5805192.7,3.457321389,605419.1727,5805200.862,3.710259861,0.447401374
605424.0176,5805208.783,3.904653327,605427.8663,5805194.108,3.469969745,605425.6299,5805202.635,3.722557778,0.418914887
605431.0849,5805209.835,3.876018186,605434.559,5805195.245,3.491309851,605432.4019,5805204.304,3.730181021,0.379085332
605438.3681,5805210.919,3.832986704,605441.534,5805196.426,3.52804733,605439.4635,5805205.904,3.727482957,0.34598249
605445.8663,5805212.034,3.776811726,605448.8085,5805197.657,3.585150806,605446.7988,5805207.478,3.716067957,0.316934694
605453.457,5805213.386,3.709890997,605456.5617,5805199.019,3.654385781,605454.3836,5805209.098,3.693324477,0.298460574
605461.2598,5805214.982,3.638619515,605464.5272,5805200.738,3.727811335,605462.212,5805210.831,3.664610581,0.291433503
605469.2025,5805217.123,3.57077075,605472.6832,5805202.914,3.792240764,605470.2803,5805212.723,3.639352522,0.309666273
605477.3774,5805219.393,3.51875024,605481.1054,5805205.237,3.841729485,605478.5788,5805214.831,3.62283487,0.322264201
605485.7834,5805221.748,3.491707594,605489.747,5805207.871,3.878027677,605487.0896,5805217.175,3.619020974,0.329554087
605493.9901,5805224.456,3.485297487,605498.2809,5805210.698,3.904289311,605495.4809,5805219.676,3.630876682,0.347451063
605501.5073,5805227.07,3.498665216,605506.1342,5805213.296,3.924849761,605503.1645,5805222.137,3.651311393,0.358169254
605508.519,5805229.658,3.527240812,605513.3906,5805216.144,3.948506411,605510.3427,5805224.599,3.684946292,0.374360328
605514.6542,5805232.204,3.562083886,605519.9239,5805218.727,3.976392676,605516.7023,5805226.966,3.723108803,0.388659124
605520.1764,5805234.495,3.595462624,605525.9438,5805221.116,4.007555858,605522.4211,5805229.287,3.755849218,0.389199802
605525.1851,5805236.573,3.627242708,605531.4681,5805223.703,4.040163354,605527.5993,5805231.628,3.785903311,0.384239908
605529.5559,5805238.667,3.655963041,605536.69,5805226.154,4.070534169,605532.2155,5805234.002,3.810515333,0.372800749
605533.6309,5805240.816,3.682864275,605541.2913,5805228.556,4.098042405,605536.352,5805236.461,3.830343024,0.355217873
605537.2313,5805243.166,3.711312471,605545.6119,5805231.246,4.123161503,605540.1084,5805239.074,3.852701812,0.343304191
605540.2719,5805245.723,3.739785101,605549.7366,5805234.365,4.146438948,605543.4923,5805241.859,3.878148037,0.340247504
605542.7518,5805248.326,3.766945342,605553.7296,5805238.16,4.168310004,605546.5184,5805244.838,3.904658032,0.343110621
605544.9754,5805251.344,3.79587957,605556.9339,5805241.928,4.19182579,605549.1907,5805248.025,3.935448507,0.35249441
605546.946,5805254.316,3.821264919,605559.7282,5805245.859,4.214371187,605551.4505,5805251.335,3.959796571,0.352402735
605548.464,5805257.251,3.845479497,605562.1378,5805250.087,4.235393986,605553.3017,5805254.716,3.983429928,0.353796286
605549.504,5805259.953,3.870820566,605564.4584,5805255.123,4.256507275,605554.8131,5805258.238,4.007746642,0.355019161
605550.5278,5805263.034,3.89513791,605566.1339,5805259.904,4.278026238,605556.0029,5805261.936,4.029465234,0.350826582
605551.458,5805266.419,3.9198948,605567.0156,5805264.581,4.301843059,605556.8609,5805265.78,4.052539273,0.347283866
605551.9549,5805270.073,3.94466836,605567.7876,5805269.174,4.325121494,605557.3862,5805269.765,4.075180241,0.343043287
605552.319,5805273.849,3.971001924,605567.9741,5805273.902,4.349965818,605557.5737,5805273.867,4.098201543,0.335650876
605552.1781,5805277.65,3.996562749,605567.6998,5805278.705,4.376453894,605557.4233,5805278.006,4.124938248,0.337927074
605551.8652,5805281.488,4.022486762,605567.2345,5805283.606,4.404440761,605556.9396,5805282.187,4.148593903,0.330163503
605551.0573,5805285.333,4.050585892,605566.1447,5805288.552,4.432836807,605556.1161,5805286.412,4.178754112,0.335298411
605549.8738,5805289.153,4.078735114,605564.9107,5805293.592,4.460639542,605554.9429,5805290.65,4.207480777,0.337114835
605548.2588,5805292.844,4.109409394,605563.0824,5805298.629,4.488685798,605553.4093,5805294.854,4.24118909,0.347449868
605546.0919,5805296.269,4.141334724,605560.6903,5805303.584,4.51450121,605551.5004,5805298.979,4.279587719,0.370486246
605543.5,5805299.404,4.172681155,605557.5807,5805308.296,4.539650506,605549.1884,5805302.996,4.320933067,0.403990564
605540.5508,5805302.236,4.20433556,605553.7666,5805312.626,4.563149879,605546.4467,5805306.871,4.364412003,0.446129171
605537.4852,5805304.965,4.236055966,605549.4176,5805316.549,4.586916563,605543.2468,5805310.559,4.405476828,0.482872433
605534.0353,5805307.373,4.266721922,605544.4749,5805319.823,4.610540009,605539.5871,5805313.994,4.449563597,0.531802714
605530.3956,5805309.667,4.293028576,605539.1204,5805322.497,4.639538107,605535.4773,5805317.14,4.494852554,0.582447032
605526.3552,5805311.624,4.313824542,605533.5144,5805324.742,4.668146266,605530.9145,5805319.978,4.539472691,0.636844923
605521.923,5805313.236,4.329642637,605527.7223,5805326.673,4.697670194,605525.9139,5805322.483,4.582904055,0.688157827
605516.9965,5805314.523,4.339779661,605521.7932,5805328.438,4.727247839,605520.4835,5805324.639,4.621453879,0.726957994
605511.655,5805315.55,4.346588826,605515.6271,5805329.817,4.75900268,605514.6837,5805326.429,4.661053517,0.762497723
605505.9278,5805316.32,4.354297579,605509.2364,5805330.985,4.790226685,605508.534,5805327.871,4.697674163,0.787688647
605500.3604,5805317.002,4.361069189,605502.4695,5805331.933,4.817655112,605502.0543,5805328.994,4.727773457,0.803143638
605494.1577,5805317.761,4.369287278,605495.5074,5805332.517,4.84018718,605495.2619,5805329.834,4.754547527,0.818136252
605487.4122,5805318.588,4.379291639,605488.3405,5805333.065,4.849416172,605488.1719,5805330.436,4.764027939,0.81837097
605480.2839,5805319.461,4.389693029,605480.9307,5805333.445,4.849951339,605480.8106,5805330.849,4.764517075,0.814377479
605472.8376,5805320.374,4.40589687,605473.2868,5805333.836,4.843021976,605473.1963,5805331.124,4.754948468,0.798516254
605465.0945,5805321.323,4.421982509,605465.3941,5805334.096,4.835408144,605465.3287,5805331.309,4.74521945,0.781850011
605457.0324,5805322.143,4.43683708,605457.2475,5805334.318,4.829324165,605457.1971,5805331.466,4.737369815,0.765713943
605448.6796,5805322.815,4.454760276,605448.8264,5805334.391,4.825150924,605448.7912,5805331.62,4.736486766,0.760619882
605440.0548,5805323.481,4.475389505,605440.1168,5805334.356,4.825677659,605440.1018,5805331.722,4.740852244,0.757841614
605431.1601,5805323.589,4.500353147,605431.1103,5805334.318,4.832599676,605431.1224,5805331.71,4.751833533,0.756908819
605422.0274,5805323.701,4.529875676,605421.7898,5805334.133,4.84673374,605421.8492,5805331.525,4.767503748,0.749951161
605412.7634,5805323.497,4.560360715,605412.1223,5805333.718,4.867057975,605412.2859,5805331.111,4.78881478,0.744884535
605403.0694,5805323.037,4.593379308,605402.1838,5805333.291,4.894576518,605402.4299,5805330.442,4.810877828,0.72211354
605392.958,5805322.56,4.631349676,605391.9587,5805332.853,4.936196541,605392.2804,5805329.54,4.838077192,0.678137363
605382.5383,5805321.65,4.675084011,605381.4377,5805332.276,4.990133417,605381.832,5805328.469,4.877268984,0.641756401
605371.7904,5805320.688,4.723158302,605370.6244,5805331.476,5.048172611,605371.0753,5805327.304,4.922491272,0.61330449
605360.7153,5805319.696,4.772223499,605359.4958,5805330.653,5.110024882,605360.0041,5805326.086,4.969242714,0.583239805
605349.373,5805318.331,4.826723357,605348.0484,5805329.658,5.172340884,605348.6179,5805324.788,5.023745495,0.570058307
605337.7249,5805316.929,4.88442049,605336.3033,5805328.347,5.233777357,605336.9207,5805323.388,5.082043005,0.565675144
605325.7777,5805315.49,4.950809509,605324.2292,5805326.969,5.291580336,605324.9205,5805321.845,5.139458574,0.55359557
605313.6144,5805313.562,5.019844401,605311.9055,5805324.941,5.348211724,605312.6352,5805320.082,5.207996185,0.57299195
605301.2313,5805311.521,5.09573128,605299.2352,5805322.858,5.420372652,605300.0866,5805318.023,5.281906594,0.573479834
605288.6278,5805309.035,5.194071145,605286.3598,5805320.268,5.522921075,605287.2986,5805315.618,5.38679432,0.586052092
605275.7228,5805306.378,5.323827762,605273.2504,5805317.58,5.65792953,605274.2888,5805312.875,5.517603247,0.579989356
605262.6033,5805303.368,5.497691683,605259.9335,5805314.603,5.829739243,605261.0663,5805309.836,5.688853893,0.575707275
605249.2594,5805300.157,5.722796377,605246.4096,5805311.355,6.051775675,605247.6379,5805306.529,5.90998562,0.569000062
605235.7633,5805296.61,5.994230351,605232.6114,5805308.041,6.325465507,605234.0233,5805302.92,6.17708716,0.552045626
605222.0805,5805292.798,6.270736694,605218.6782,5805304.206,6.622405642,605220.2402,5805298.969,6.460955583,0.540903327
605208.2295,5805288.641,6.510514368,605204.4849,5805300.265,6.876061301,605206.2953,5805294.645,6.699329954,0.516529228
605194.2318,5805284.005,6.662473854,605190.1359,5805295.879,7.014006639,605192.1844,5805289.94,6.838189058,0.499854362
605179.9935,5805279.14,6.69960282,605175.5522,5805291.207,7.053309234,605177.894,5805284.844,6.866803362,0.472710346
605165.6079,5805273.744,6.614510837,605160.785,5805286.049,6.983345425,605163.4145,5805279.34,6.782253011,0.454789877
605150.9874,5805268.012,6.399062997,605145.7584,5805280.546,6.772046053,605148.7383,5805273.403,6.559493037,0.43012672
605136.1384,5805261.85,6.062181028,605130.5648,5805274.479,6.451705269,605133.861,5805267.01,6.221344891,0.40861114
605121.2836,5805255.143,5.627132669,605115.2797,5805268.091,6.046070579,605118.9105,5805260.261,5.792724932,0.395266832
605108.025,5805249.035,5.223708855,605101.7936,5805262.032,5.641802211,605105.6306,5805254.029,5.384361249,0.384250186
605096.771,5805243.473,4.91627079,605090.2683,5805256.623,5.274929312,605094.3219,5805248.426,5.051353382,0.376632743
605087.1374,5805238.711,4.678506793,605080.2784,5805251.927,4.946259474,605084.6658,5805243.473,4.774986517,0.360333557
605078.9648,5805234.564,4.484078495,605071.7055,5805247.506,4.661018544,605076.3437,5805239.237,4.547965494,0.361065787
605071.6804,5805230.701,4.323480242,605064.9356,5805244.016,4.420982567,605069.189,5805235.619,4.359494828,0.369372461
605065.4825,5805227.415,4.188114914,605059.0554,5805240.985,4.227238232,605063.1023,5805232.441,4.202604349,0.37033815
605060.1648,5805224.595,4.078086079,605054.0349,5805238.165,4.07123638,605057.8747,5805229.665,4.075526647,0.373600235
605055.5992,5805221.995,3.988437102,605049.6335,5805235.679,3.944302133,605053.2848,5805227.304,3.971315105,0.38795094
605051.5606,5805219.614,3.912774876,605045.7132,5805233.464,3.838173534,605049.1469,5805225.331,3.881981096,0.412785199
605047.9732,5805217.499,3.858540599,605042.3278,5805231.425,3.752938559,605045.4361,5805223.758,3.811081522,0.449415329
605044.6203,5805215.523,3.817399354,605039.2333,5805229.543,3.680123529,605041.9405,5805222.498,3.749110208,0.497459189
605041.3824,5805213.614,3.788705262,605036.3441,5805227.786,3.618189636,605038.5684,5805221.529,3.693470699,0.558518415
605038.1525,5805211.713,3.768332871,605033.6492,5805226.147,3.567545354,605035.299,5805220.859,3.641103343,0.633657915
605034.7567,5805209.876,3.755754993,605031.2616,5805224.694,3.525261661,605032.251,5805220.5,3.59050165,0.716936193
605030.5146,5805208.309,3.746126727,605029.1835,5805223.498,3.491917192,605029.4529,5805220.423,3.543395846,0.797504228
605026.784,5805207.532,3.74015372,605026.6825,5805222.464,3.466211455,605026.6943,5805220.62,3.500047293,0.876498451
605022.3483,5805207.311,3.732882018,605024.3094,5805221.956,3.446539957,605024.1919,5805221.071,3.46382444,0.939624899
605017.0372,5805208.095,3.725592831,605022.0586,5805222.077,3.431343806,605021.9323,5805221.725,3.438749938,0.974827445
605012.5119,5805209.949,3.716556093,605019.8272,5805222.898,3.421952805,605019.68,5805222.636,3.427908715,0.979785688
605008.2674,5805213.326,3.703909743,605018.1298,5805224.496,3.415773359,605017.4981,5805223.78,3.434250162,0.935871884
605006.0231,5805216.612,3.686491661,605016.5456,5805226.637,3.414696929,605015.1528,5805225.31,3.450671479,0.867649405
605004.1146,5805219.369,3.662294674,605015.1351,5805229.156,3.41945974,605012.8414,5805227.119,3.470000292,0.791870436
605002.5598,5805222.063,3.629967041,605013.6322,5805231.833,3.429834337,605010.593,5805229.151,3.484766232,0.725520843
605000.95,5805224.848,3.586991642,605012.0747,5805234.608,3.444537411,605008.3876,5805231.373,3.491752345,0.66856143
604999.2789,5805227.739,3.532129592,605010.4402,5805237.521,3.460508909,605006.1699,5805233.779,3.48791036,0.617398202
604997.6425,5805230.57,3.464090126,605008.6362,5805240.683,3.479390309,605003.9065,5805236.332,3.472807891,0.569782095
604995.8877,5805233.605,3.38354433,605006.5817,5805243.834,3.50020503,605001.5398,5805239.011,3.445203967,0.528531257
604994.0632,5805236.763,3.293014318,605004.3996,5805246.942,3.522385475,604999.076,5805241.7,3.404253589,0.484967396
604992.3581,5805239.713,3.205730419,605001.8758,5805249.398,3.543298584,604996.6848,5805244.116,3.359192976,0.454599502
604990.5286,5805242.137,3.118094585,604999.1366,5805251.78,3.563090167,604994.2552,5805246.312,3.310743206,0.432919854
604988.6396,5805244.268,3.031678077,604996.0959,5805253.873,3.579123525,604991.7489,5805248.274,3.259965994,0.41700586
604986.7071,5805245.839,2.951818588,604993.0219,5805255.955,3.591399165,604989.2526,5805249.917,3.209639484,0.403106423
604985.0128,5805247.09,2.878637882,604989.551,5805257.678,3.601089335,604986.7947,5805251.247,3.162301878,0.392641212
604982.9944,5805248.079,2.808474071,604986.2573,5805259.145,3.606628306,604984.2536,5805252.349,3.116503846,0.385922698
604980.7345,5805249.077,2.743251133,604983.058,5805260.137,3.610379663,604981.6076,5805253.233,3.069113159,0.37578752
604978.2618,5805249.887,2.682478573,604979.9171,5805260.915,3.610926978,604978.8633,5805253.894,3.019814011,0.363338008
604975.6246,5805250.322,2.624832671,604976.7389,5805261.358,3.609939413,604976.0299,5805254.336,2.983117632,0.363705298
604972.9871,5805250.744,2.57239927,604973.3785,5805261.525,3.605998349,604973.1254,5805254.556,2.937800345,0.353519095
604970.3392,5805250.548,2.5262677,604969.9636,5805261.363,3.598634955,604970.2005,5805254.541,2.922152164,0.369168724
604967.7432,5805250.371,2.488285398,604966.5672,5805260.971,3.586694588,604967.3091,5805254.285,2.893858526,0.369239511
604965.2351,5805249.661,2.458173322,604963.1772,5805260.277,3.573339868,604964.4368,5805253.779,2.8907607,0.38791316
604962.6927,5805248.904,2.434624037,604959.9183,5805259.275,3.559825901,604961.5928,5805253.016,2.880703291,0.396443773
604960.17,5805247.95,2.418200221,604956.6454,5805258.121,3.54723225,604958.7726,5805251.982,2.865769205,0.396417839
604957.8727,5805246.696,2.407315765,604953.3191,5805256.513,3.536109264,604956.0234,5805250.682,2.865693736,0.406078088
604955.8694,5805245.368,2.401668741,604949.8789,5805254.483,3.527919303,604953.3949,5805249.133,2.866886384,0.413067557
604953.91,5805243.882,2.397834668,604946.5618,5805252.062,3.523462924,604950.8462,5805247.293,2.867160375,0.416945602
604951.8384,5805241.963,2.395725203,604943.6938,5805249.423,3.524291966,604948.3824,5805245.128,2.874596027,0.424317472
604949.6966,5805239.746,2.396005154,604941.0453,5805246.656,3.530287453,604946.0663,5805242.646,2.871982133,0.419628324
604947.6774,5805237.196,2.399197321,604938.5566,5805243.71,3.539052451,604943.9527,5805239.856,2.864688164,0.408378051
604945.8816,5805234.474,2.404842973,604936.1726,5805240.37,3.545690949,604942.0829,5805236.781,2.85121205,0.391260692
604944.329,5805231.73,2.41315545,604934.0338,5805236.329,3.547539902,604940.4874,5805233.446,2.836459878,0.373157039
604942.9837,5805228.811,2.423952384,604932.4963,5805231.701,3.541269489,604939.1747,5805229.861,2.829758004,0.363195668
604941.9401,5805225.281,2.435479948,604931.6382,5805227.256,3.52553546,604938.1454,5805226.009,2.837010233,0.368354802
604941.2171,5805221.401,2.448458023,604931.2449,5805222.716,3.496578973,604937.4087,5805221.903,2.848736942,0.381903463
604941.4928,5805217.327,2.461990877,604931.1897,5805217.864,3.447918702,604936.9671,5805217.563,2.89506703,0.439257389
604942.1566,5805213.05,2.475389928,604931.5166,5805212.986,3.380722613,604936.8128,5805213.018,2.930086075,0.502242815
604942.855,5805208.55,2.486307851,604931.9926,5805208.012,3.301088688,604936.9274,5805208.256,2.930927317,0.545692572
604943.6358,5805203.866,2.493896194,604932.6957,5805202.839,3.210703034,604937.2866,5805203.27,2.909899716,0.580359019
604944.5369,5805198.904,2.49499505,604933.6319,5805197.513,3.109180382,604937.8672,5805198.053,2.870645139,0.61162366
604945.4951,5805193.63,2.491817336,604934.6039,5805191.977,3.00555855,604938.6574,5805192.592,2.814353937,0.627819005
604946.5084,5805188.049,2.485751366,604935.6383,5805186.197,2.910926366,604939.6346,5805186.878,2.754613664,0.632357929
604947.5735,5805182.183,2.479253196,604936.8269,5805180.159,2.835761885,604940.7721,5805180.902,2.704884102,0.63289033
604948.6835,5805176.069,2.475865116,604938.0761,5805173.81,2.786695061,604942.0831,5805174.663,2.669277703,0.622245153
604949.915,5805169.676,2.47668804,604939.382,5805167.173,2.771854387,604943.5943,5805168.174,2.653812839,0.600084705
604951.2146,5805162.995,2.478511681,604940.7443,5805160.25,2.792857377,604945.2802,5805161.439,2.656679569,0.566790042
604952.5697,5805156.026,2.479805868,604942.1627,5805153.044,2.82494677,604947.1218,5805154.465,2.660481556,0.523485009
604954.004,5805148.645,2.485862201,604943.6048,5805145.716,2.846013462,604949.078,5805147.257,2.656461891,0.473689987
604955.4958,5805140.977,2.493995533,604945.0774,5805138.231,2.851090497,604951.1012,5805139.819,2.644622126,0.421809124
604957.0272,5805133.099,2.498549727,604946.603,5805130.479,2.84609129,604953.1425,5805132.122,2.628065443,0.372662488
604958.6056,5805124.984,2.49890967,604948.1819,5805122.457,2.846477405,604955.1621,5805124.149,2.613728868,0.330348913
604960.2322,5805116.614,2.498668142,604949.8137,5805114.16,2.840287201,604957.1495,5805115.888,2.599749588,0.295889346
604961.9114,5805107.978,2.505659776,604951.5017,5805105.584,2.824154836,604959.1213,5805107.336,2.591025975,0.268030118
604963.6452,5805099.06,2.523745522,604953.2455,5805096.724,2.799412214,604961.1103,5805098.49,2.590939669,0.243751643
604965.4333,5805089.85,2.556143462,604955.0441,5805087.584,2.769032134,604963.131,5805089.348,2.603320902,0.22160638
604967.2765,5805080.343,2.607782882,604956.9012,5805078.146,2.720633522,604965.1649,5805079.896,2.630750567,0.203522806
604969.1765,5805070.534,2.673167978,604958.818,5805068.404,2.652821428,604967.2059,5805070.129,2.669297339,0.190235295
604971.137,5805060.421,2.73532326,604960.796,5805058.354,2.583616074,604969.2502,5805060.044,2.7076422,0.182464188
604973.1568,5805049.997,2.779965346,604962.835,5805047.992,2.530810919,604971.2972,5805049.636,2.735075951,0.180166935
604975.2379,5805039.258,2.787969806,604964.9135,5805037.309,2.498884403,604973.3485,5805038.902,2.735066049,0.183003929
604977.3816,5805028.196,2.762352344,604967.0198,5805026.292,2.485450485,604975.3854,5805027.83,2.709006766,0.192651567
604979.5824,5805016.837,2.767267858,604969.186,5805014.961,2.487890419,604977.4351,5805016.45,2.709563656,0.206545184
604981.5987,5805006.431,2.856690811,604971.1681,5805004.596,2.486816933,604979.3826,5805006.041,2.778106782,0.212461767
604983.3354,5804997.472,2.992387632,604972.8693,5804995.697,2.478064503,604981.0824,5804997.09,2.881670155,0.215268446
604984.8707,5804989.547,3.136800125,604974.3654,5804987.872,2.471889116,604982.4483,5804989.16,2.983482272,0.230583184
604986.227,5804982.24,3.264291307,604975.5989,5804980.791,2.467853763,604983.3892,5804981.853,3.051638736,0.267003555
604987.313,5804975.164,3.363670646,604976.6238,5804974.615,2.463443313,604983.816,5804974.985,3.069159496,0.327146903
604987.7679,5804968.084,3.431749852,604977.3359,5804968.738,2.454054991,604983.6651,5804968.341,3.047229678,0.393292207
604987.8159,5804960.951,3.470899191,604977.6972,5804962.902,2.441598828,604982.8797,5804961.903,2.968774866,0.487830774
604987.0141,5804953.987,3.481652816,604977.2922,5804957.084,2.427921432,604981.4559,5804955.758,2.879204295,0.571729438
604985.4215,5804947.079,3.471675166,604976.0313,5804951.229,2.41654521,604979.3567,5804949.76,2.790196476,0.645871704
604983.0192,5804940.283,3.450282466,604973.9072,5804945.453,2.408767564,604976.5801,5804943.936,2.714285412,0.70666072
604979.9177,5804933.808,3.433470847,604971.0106,5804939.768,2.407134089,604973.1493,5804938.337,2.653574958,0.75988279
604975.7483,5804927.72,3.43298204,604967.4506,5804934.404,2.410657284,604969.1239,5804933.056,2.616817457,0.798341824
604970.573,5804922.044,3.449400953,604963.2608,5804929.421,2.416298603,604964.5243,5804928.146,2.594820664,0.827198629
604964.5796,5804916.925,3.473706469,604958.3775,5804924.88,2.43083247,604959.3312,5804923.657,2.59119874,0.846227233
604957.8899,5804912.575,3.493493123,604952.7971,5804920.929,2.456938599,604953.5603,5804919.677,2.612264942,0.850150418
604950.6266,5804908.942,3.498717152,604946.5302,5804917.729,2.48975078,604947.2141,5804916.262,2.658212079,0.833035252
604942.8625,5804906.228,3.476309581,604939.7328,5804915.454,2.515661408,604940.4036,5804913.476,2.721576858,0.785648943
604934.7886,5804904.852,3.410880961,604932.532,5804914.147,2.53269408,604933.223,5804911.301,2.801608054,0.693780462
604926.7149,5804904.246,3.310811866,604925.0057,5804913.415,2.542720518,604925.7067,5804909.654,2.857757788,0.589842731
604918.5255,5804903.868,3.181710261,604917.238,5804912.741,2.543234113,604917.8628,5804908.436,2.85303976,0.514778112
604910.0655,5804903.533,3.042840137,604909.2744,5804912.399,2.536734683,604909.706,5804907.562,2.812825219,0.454481011
604901.4419,5804903.192,2.928310079,604900.9592,5804912.109,2.520851782,604901.2379,5804906.961,2.756079245,0.422695883
604892.5683,5804903.003,2.863518546,604892.3033,5804912.03,2.496465157,604892.4633,5804906.581,2.718056026,0.396297923
604883.4269,5804902.826,2.866854179,604883.326,5804912.019,2.470550186,604883.3877,5804906.393,2.713091853,0.387990832
604873.9958,5804902.642,2.928572152,604874.0442,5804912.133,2.458917275,604874.0148,5804906.372,2.743990557,0.393014901
604864.2493,5804902.454,3.029592268,604864.4878,5804912.249,2.474796446,604864.3477,5804906.495,2.800678486,0.412609233
604854.1892,5804902.726,3.146148871,604854.6521,5804912.37,2.516191568,604854.3852,5804906.81,2.879392142,0.423452108
