outer_x,outer_y,outer_z,inner_x2,inner_y3,inner_z4
384044.1145,5846771.129,0,384057.6785,5846780.5,0
384043.38,5846773.299,0,384057.2147,5846781.781,0
384042.6335,5846775.505,0,384056.7569,5846783.046,0
384041.893,5846777.693,0,384056.2052,5846784.569,0
384041.1953,5846779.754,0,384055.5833,5846786.287,0
384040.5275,5846781.727,0,384054.9573,5846788.016,0
384039.8603,5846783.698,0,384054.3622,5846789.765,0
384039.1934,5846785.669,0,384053.8216,5846791.538,0
384038.6309,5846787.666,0,384053.2785,5846793.321,0
384038.2431,5846789.704,0,384052.7327,5846795.112,0
384037.8563,5846791.735,0,384052.2261,5846796.92,0
384037.4704,5846793.763,0,384051.7178,5846798.736,0
384037.0853,5846795.786,0,384051.2066,5846800.564,0
384036.701,5846797.805,0,384050.6908,5846802.407,0
384036.3179,5846799.817,0,384050.1705,5846804.267,0
384035.9362,5846801.823,0,384049.6465,5846806.139,0
384035.5554,5846803.824,0,384049.2202,5846808.038,0
384035.1752,5846805.821,0,384048.7972,5846809.946,0
384034.7956,5846807.815,0,384048.3728,5846811.859,0
384034.5183,5846809.822,0,384047.9472,5846813.779,0
384034.2779,5846811.832,0,384047.5206,5846815.703,0
384034.0379,5846813.839,0,384047.093,5846817.631,0
384033.798,5846815.844,0,384046.6646,5846819.563,0
384033.5584,5846817.848,0,384046.3079,5846821.507,0
384033.319,5846819.849,0,384045.97,5846823.456,0
384033.0797,5846821.85,0,384045.6318,5846825.408,0
384032.8406,5846823.85,0,384045.2952,5846827.35,0
384032.6007,5846825.856,0,384044.9613,5846829.275,0
384032.3594,5846827.873,0,384044.6288,5846831.194,0
384032.1174,5846829.896,0,384044.2991,5846833.112,0
384031.8751,5846831.922,0,384043.9913,5846835.029,0
384031.6324,5846833.951,0,384043.6838,5846836.945,0
384031.3892,5846835.985,0,384043.3766,5846838.86,0
384031.1453,5846838.024,0,384043.0696,5846840.772,0
384030.9008,5846840.068,0,384042.7671,5846842.684,0
384030.6554,5846842.12,0,384042.478,5846844.594,0
384030.6201,5846844.188,0,384042.1891,5846846.504,0
384030.7263,5846846.264,0,384041.9003,5846848.412,0
384030.8327,5846848.343,0,384041.6115,5846850.321,0
384030.9392,5846850.426,0,384041.3867,5846852.229,0
384031.0461,5846852.514,0,384041.1939,5846854.132,0
384031.1535,5846854.613,0,384041.0833,5846856.024,0
384031.2618,5846856.73,0,384041.1794,5846857.892,0
384031.3711,5846858.866,0,384041.2752,5846859.754,0
384031.4812,5846861.019,0,384041.5741,5846861.581,0
384031.5926,5846863.196,0,384042.0121,5846863.365,0
384031.7056,5846865.405,0,384042.4451,5846865.13,0
384031.8208,5846867.656,0,384043.0417,5846866.83,0
384032.7897,5846869.722,0,384043.6365,5846868.5,0
384033.7568,5846871.777,0,384044.2232,5846870.148,0
384034.7222,5846873.829,0,384044.9321,5846871.742,0
384035.6823,5846875.869,0,384045.8303,5846873.302,0
384036.6187,5846877.859,0,384046.7444,5846874.889,0
384037.5399,5846879.816,0,384047.7753,5846876.383,0
384038.4715,5846881.796,0,384048.8976,5846877.776,0
384039.42,5846883.812,0,384049.9888,5846879.131,0
384040.5831,5846885.744,0,384051.0484,5846880.446,0
384042.2051,5846887.384,0,384052.2583,5846881.557,0
384043.8377,5846889.035,0,384053.4032,5846882.488,0
384045.5435,5846890.76,0,384054.4671,5846883.353,0
384047.3066,5846892.543,0,384055.6264,5846884.295,0
384049.041,5846894.297,0,384056.9719,5846885.214,0
384050.8528,5846895.824,0,384058.4637,5846886.06,0
384052.9495,5846896.72,0,384060.0099,5846886.936,0
384054.9842,5846897.589,0,384061.5989,5846887.837,0
384056.9793,5846898.441,0,384063.314,5846888.533,0
384058.9483,5846899.282,0,384065.0646,5846889.197,0
384060.8997,5846900.115,0,384066.8332,5846889.868,0
384062.8958,5846900.779,0,384068.6319,5846890.512,0
384064.8915,5846901.385,0,384070.4827,5846891.014,0
384066.8808,5846901.989,0,384072.3205,5846891.513,0
384068.8779,5846902.596,0,384074.1425,5846892.008,0
384070.8864,5846903.206,0,384075.9861,5846892.348,0
384072.9109,5846903.821,0,384077.8131,5846892.628,0
384074.9579,5846904.442,0,384079.6003,5846892.903,0
384077.0454,5846905.035,0,384081.3519,5846893.088,0
384079.2664,5846905.135,0,384083.0413,5846893.195,0
384081.5142,5846905.236,0,384084.6613,5846893.296,0
384083.7877,5846905.337,0,384086.348,5846893.403,0
384086.0058,5846905.437,0,384088.1433,5846893.516,0
384088.1515,5846905.533,0,384089.9606,5846893.533,0
384090.2891,5846905.628,0,384091.7836,5846893.44,0
384092.4273,5846905.699,0,384093.6144,5846893.346,0
384094.5399,5846905.397,0,384095.4549,5846893.251,0
384096.6403,5846905.097,0,384097.3064,5846893.156,0
384098.7316,5846904.799,0,384099.1317,5846892.943,0
384100.8319,5846904.499,0,384100.9154,5846892.649,0
384102.9549,5846904.195,0,384102.6955,5846892.355,0
384105.0856,5846903.891,0,384104.4922,5846892.058,0
384107.2142,5846903.587,0,384106.3068,5846891.759,0
384109.3353,5846903.251,0,384108.084,5846891.262,0
384111.337,5846902.495,0,384109.8494,5846890.693,0
384113.3237,5846901.746,0,384111.6227,5846890.121,0
384115.2989,5846901.001,0,384113.4039,5846889.547,0
384117.2658,5846900.259,0,384115.1695,5846888.978,0
384119.2457,5846899.512,0,384116.8666,5846888.297,0
384121.2455,5846898.758,0,384118.5552,5846887.585,0
384123.2463,5846898.003,0,384120.2589,5846886.867,0
384125.2426,5846897.25,0,384121.9779,5846886.142,0
384127.237,5846896.497,0,384123.6128,5846885.225,0
384129.136,5846895.566,0,384125.2445,5846884.285,0
384130.8938,5846894.394,0,384126.8829,5846883.342,0
384132.6403,5846893.23,0,384128.5282,5846882.394,0
384134.3776,5846892.071,0,384130.1472,5846881.389,0
384136.1078,5846890.918,0,384131.7198,5846880.3,0
384137.8321,5846889.768,0,384133.2901,5846879.213,0
384139.5565,5846888.619,0,384134.8478,5846878.135,0
384141.2903,5846887.463,0,384136.3803,5846877.044,0
384143.0339,5846886.301,0,384137.7683,5846875.77,0
384144.7838,5846885.134,0,384139.1462,5846874.505,0
384146.5417,5846883.962,0,384140.5143,5846873.249,0
384148.3099,5846882.783,0,384141.8723,5846872,0
384150.0908,5846881.596,0,384143.133,5846870.659,0
384151.7231,5846880.216,0,384144.3828,5846869.329,0
384153.1168,5846878.569,0,384145.6227,5846868.01,0
384154.5068,5846876.926,0,384146.8509,5846866.696,0
384155.8949,5846875.286,0,384148.0037,5846865.33,0
384157.2827,5846873.646,0,384149.1219,5846864.004,0
384158.6902,5846871.982,0,384150.1931,5846862.734,0
384160.1308,5846870.28,0,384151.2576,5846861.472,0
384161.5868,5846868.559,0,384152.2128,5846860.101,0
384163.0474,5846866.833,0,384153.121,5846858.672,0
384164.5173,5846865.096,0,384154.0435,5846857.222,0
384166.0002,5846863.343,0,384154.9782,5846855.743,0
384166.7752,5846861.235,0,384155.7537,5846854.161,0
384167.3349,5846859.066,0,384156.539,5846852.559,0
384167.8855,5846856.932,0,384157.3351,5846850.936,0
384168.4292,5846854.825,0,384158.0958,5846849.274,0
384168.9674,5846852.74,0,384158.7763,5846847.564,0
384169.5016,5846850.67,0,384159.4616,5846845.842,0
384170.0343,5846848.606,0,384160.1573,5846844.094,0
384170.5634,5846846.556,0,384160.6559,5846842.248,0
384171.0832,5846844.541,0,384161.1631,5846840.364,0
384171.5953,5846842.557,0,384161.675,5846838.462,0
384172.1039,5846840.586,0,384162.149,5846836.543,0
384172.6107,5846838.622,0,384162.6153,5846834.616,0
384173.1162,5846836.663,0,384162.9075,5846832.651,0
384173.6211,5846834.707,0,384163.1921,5846830.683,0
384173.9489,5846832.719,0,384163.4593,5846828.71,0
384174.2484,5846830.729,0,384163.7266,5846826.735,0
384174.5475,5846828.74,0,384163.994,5846824.76,0
384174.8465,5846826.753,0,384164.2754,5846822.786,0
384175.1453,5846824.767,0,384164.5624,5846820.812,0
384175.4439,5846822.782,0,384164.8495,5846818.839,0
384175.7424,5846820.798,0,384165.1367,5846816.864,0
384176.0409,5846818.814,0,384165.4239,5846814.889,0
384176.3392,5846816.831,0,384165.6951,5846812.911,0
384176.6375,5846814.849,0,384165.9647,5846810.933,0
384176.9357,5846812.866,0,384166.2343,5846808.954,0
384177.2338,5846810.885,0,384166.5039,5846806.975,0
384177.5319,5846808.903,0,384166.7735,5846804.996,0
384177.83,5846806.922,0,384167.0307,5846803.014,0
384178.128,5846804.941,0,384167.2522,5846801.026,0
384178.426,5846802.96,0,384167.4736,5846799.039,0
384178.724,5846800.979,0,384167.695,5846797.051,0
384179.0219,5846798.999,0,384167.9165,5846795.062,0
384179.3198,5846797.019,0,384168.1379,5846793.074,0
384179.6177,5846795.039,0,384168.3727,5846791.088,0
384179.9156,5846793.059,0,384168.6259,5846789.105,0
384180.2134,5846791.079,0,384168.8791,5846787.122,0
384180.5113,5846789.099,0,384169.1324,5846785.139,0
384180.8091,5846787.12,0,384169.3856,5846783.156,0
384181.1069,5846785.14,0,384169.6389,5846781.173,0
384181.4047,5846783.161,0,384169.8921,5846779.19,0
384181.7351,5846781.187,0,384170.1488,5846777.207,0
384182.0829,5846779.216,0,384170.4068,5846775.225,0
384182.4307,5846777.245,0,384170.6974,5846773.248,0
384182.7785,5846775.274,0,384171.0093,5846771.274,0
384183.1263,5846773.304,0,384171.3212,5846769.301,0
384183.4741,5846771.333,0,384171.6331,5846767.327,0
384183.8218,5846769.362,0,384171.945,5846765.353,0
384184.1696,5846767.391,0,384172.2569,5846763.379,0
384184.5173,5846765.421,0,384172.5936,5846761.41,0
384184.8651,5846763.45,0,384172.9307,5846759.44,0
384185.2129,5846761.48,0,384173.2679,5846757.47,0
384185.5606,5846759.509,0,384173.605,5846755.5,0
384185.9083,5846757.539,0,384173.9422,5846753.53,0
384186.2561,5846755.568,0,384174.28,5846751.561,0
384186.6038,5846753.597,0,384174.6599,5846749.598,0
384186.9516,5846751.627,0,384175.0399,5846747.634,0
384187.2992,5846749.657,0,384175.4202,5846745.67,0
384187.6468,5846747.687,0,384175.8007,5846743.704,0
384187.9942,5846745.718,0,384176.1811,5846741.738,0
384188.3417,5846743.75,0,384176.5616,5846739.772,0
384188.6891,5846741.781,0,384176.9417,5846737.807,0
384189.0365,5846739.812,0,384177.3207,5846735.841,0
384189.3839,5846737.843,0,384177.6997,5846733.875,0
384189.7314,5846735.875,0,384178.0787,5846731.909,0
384190.0788,5846733.906,0,384178.4577,5846729.942,0
384190.4262,5846731.937,0,384178.8367,5846727.976,0
384190.7736,5846729.969,0,384179.2158,5846726.01,0
384191.121,5846728,0,384179.5956,5846724.044,0
384191.452,5846726.029,0,384179.9754,5846722.078,0
384191.7806,5846724.058,0,384180.3552,5846720.112,0
384192.1092,5846722.086,0,384180.7386,5846718.147,0
384192.4377,5846720.114,0,384181.1306,5846716.183,0
384192.7663,5846718.143,0,384181.5227,5846714.219,0
384193.0949,5846716.171,0,384181.9147,5846712.254,0
384193.4235,5846714.2,0,384182.3068,5846710.29,0
384193.752,5846712.229,0,384182.6989,5846708.326,0
384194.0806,5846710.257,0,384183.091,5846706.362,0
384194.4091,5846708.286,0,384183.4831,5846704.398,0
384194.7377,5846706.315,0,384183.8602,5846702.431,0
384195.0662,5846704.344,0,384184.232,5846700.463,0
384195.3947,5846702.373,0,384184.6038,5846698.495,0
384195.7232,5846700.402,0,384184.9757,5846696.527,0
384196.0517,5846698.431,0,384185.3475,5846694.559,0
384196.3802,5846696.46,0,384185.7194,5846692.591,0
384196.7087,5846694.489,0,384186.0913,5846690.623,0
384197.0372,5846692.518,0,384186.4632,5846688.655,0
384197.3656,5846690.547,0,384186.8222,5846686.684,0
384197.694,5846688.577,0,384187.1705,5846684.711,0
384198.0225,5846686.606,0,384187.5188,5846682.739,0
384198.3509,5846684.636,0,384187.8672,5846680.766,0
384198.6793,5846682.665,0,384188.2156,5846678.793,0
384199.0076,5846680.695,0,384188.564,5846676.819,0
384199.336,5846678.725,0,384188.9124,5846674.846,0
384199.6643,5846676.755,0,384189.2609,5846672.872,0
384199.9926,5846674.785,0,384189.6094,5846670.898,0
384200.3209,5846672.815,0,384189.9654,5846668.925,0
384200.6492,5846670.846,0,384190.3475,5846666.957,0
384200.9774,5846668.877,0,384190.7297,5846664.988,0
384201.3056,5846666.907,0,384191.1119,5846663.019,0
384201.6337,5846664.939,0,384191.4942,5846661.049,0
384202.0326,5846662.983,0,384191.8766,5846659.079,0
384202.4664,5846661.034,0,384192.259,5846657.109,0
384202.9,5846659.086,0,384192.6416,5846655.138,0
384203.3335,5846657.138,0,384193.0243,5846653.166,0
384203.7669,5846655.191,0,384193.4072,5846651.193,0
384204.2,5846653.245,0,384193.7924,5846649.22,0
384204.6329,5846651.3,0,384194.1784,5846647.246,0
384205.0656,5846649.356,0,384194.5645,5846645.27,0
384205.498,5846647.414,0,384194.9511,5846643.293,0
384205.93,5846645.473,0,384195.338,5846641.313,0
384206.3615,5846643.534,0,384195.7256,5846639.331,0
384206.7925,5846641.598,0,384196.1139,5846637.344,0
384207.2227,5846639.665,0,384196.5017,5846635.36,0
384207.6533,5846637.73,0,384196.8865,5846633.392,0
384208.0869,5846635.783,0,384197.2981,5846631.442,0
384208.5228,5846633.824,0,384197.7154,5846629.495,0
384208.9589,5846631.865,0,384198.1324,5846627.549,0
384209.3952,5846629.904,0,384198.5492,5846625.604,0
384209.8188,5846627.94,0,384198.9656,5846623.66,0
384210.2196,5846625.97,0,384199.3817,5846621.719,0
384210.6207,5846623.998,0,384199.8356,5846619.788,0
384211.0223,5846622.024,0,384200.2965,5846617.861,0
384211.4245,5846620.046,0,384200.7171,5846615.931,0
384211.8276,5846618.064,0,384201.0773,5846613.998,0
384212.2322,5846616.075,0,384201.4351,5846612.077,0
384212.6236,5846614.071,0,384201.8262,5846610.186,0
384213.0039,5846612.043,0,384202.2737,5846608.361,0
384213.3946,5846609.959,0,384202.4655,5846606.821,0
384213.3831,5846607.535,0,384202.5202,5846605.822,0
384213.2617,5846604.664,0,384202.3964,5846604.837,0
384213.1365,5846601.701,0,384202.1845,5846603.436,0
384212.1188,5846599.3,0,384201.8347,5846601.821,0
384211.0821,5846597.132,0,384201.1386,5846600.297,0
384210.0608,5846594.996,0,384200.274,5846599.001,0
384208.819,5846592.818,0,384199.1355,5846598.025,0
384207.2186,5846590.781,0,384197.9438,5846597.086,0
384205.6345,5846588.765,0,384196.5664,5846596.325,0
384203.5584,5846587.372,0,384195.1711,5846595.554,0
384201.5278,5846586.07,0,384193.7053,5846594.827,0
384199.4618,5846584.953,0,384192.0435,5846594.054,0
384197.4751,5846584.096,0,384190.098,5846593.181,0
384195.6572,5846583.458,0,384187.9485,5846592.324,0
384193.9809,5846582.772,0,384185.7332,5846591.356,0
384192.3879,5846582.006,0,384183.4547,5846590.179,0
384191.0278,5846581.011,0,384181.141,5846588.641,0
384189.7909,5846580.022,0,384178.8197,5846586.578,0
384188.829,5846578.966,0,384176.6189,5846583.999,0
384188.061,5846577.89,0,384174.8269,5846581.069,0
384187.4832,5846576.676,0,384173.4714,5846578.017,0
384187.4374,5846575.232,0,384172.6866,5846574.948,0
384187.4799,5846573.745,0,384172.3389,5846572.013,0
384187.5245,5846572.184,0,384172.3239,5846569.381,0
384187.5863,5846570.474,0,384172.6134,5846567.065,0
384187.6623,5846568.624,0,384173.0293,5846564.903,0
384187.8091,5846566.716,0,384173.4327,5846562.805,0
384188.1074,5846564.799,0,384173.8642,5846560.748,0
384188.4079,5846562.867,0,384174.2943,5846558.715,0
384188.7441,5846560.93,0,384174.7212,5846556.697,0
384189.1018,5846558.991,0,384175.1457,5846554.69,0
384189.4604,5846557.048,0,384175.5626,5846552.69,0
384189.8195,5846555.101,0,384175.9718,5846550.695,0
384190.1791,5846553.152,0,384176.38,5846548.705,0
384190.5391,5846551.201,0,384176.7868,5846546.722,0
384190.8997,5846549.246,0,384177.1884,5846544.764,0
384191.2627,5846547.278,0,384177.5852,5846542.83,0
384191.6281,5846545.297,0,384177.948,5846540.896,0
384191.9941,5846543.313,0,384178.3018,5846538.965,0
384192.3606,5846541.327,0,384178.6545,5846537.04,0
384192.7278,5846539.337,0,384179.0059,5846535.122,0
384193.0957,5846537.342,0,384179.2082,5846533.191,0
384193.4649,5846535.341,0,384179.3904,5846531.273,0
384193.8356,5846533.332,0,384179.5705,5846529.378,0
384194.2087,5846531.309,0,384179.636,5846527.505,0
384194.5858,5846529.265,0,384179.6144,5846525.69,0
384194.6717,5846527.154,0,384179.5945,5846524.018,0
384194.6717,5846524.972,0,384179.5774,5846522.584,0
384194.6717,5846522.686,0,384179.5554,5846521.217,0
384194.6717,5846520.37,0,384179.4483,5846519.71,0
384194.6717,5846518.113,0,384179.333,5846518.086,0
384194.6362,5846515.899,0,384179.2118,5846516.38,0
384194.0988,5846513.796,0,384178.9516,5846514.638,0
384193.5707,5846511.73,0,384178.6541,5846512.86,0
384193.0491,5846509.689,0,384178.3513,5846511.051,0
384192.5318,5846507.665,0,384178.0443,5846509.217,0
384192.0176,5846505.653,0,384177.5309,5846507.427,0
384191.5042,5846503.644,0,384177.016,5846505.646,0
