outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,track_width,initial_x,initial_y,initial_z,initial_position
97375.139,489340.67,5.139737796,97383.778,489336.962,5.156549142,9.401148068,97377.8487,489339.507,5.145010831,0.313659293
97375.532,489341.589,5.1393525,97384.172,489337.881,5.156235965,9.402067007,97378.24291,489340.4256,5.144649906,0.313762976
97375.926,489342.508,5.139055107,97384.567,489338.8,5.155959795,9.402985962,97378.63729,489341.3445,5.144359298,0.313770393
97376.32,489343.428,5.138595528,97384.962,489339.719,5.155136951,9.404299282,97379.0319,489342.2641,5.143786301,0.31380448
97376.713,489344.347,5.13806576,97385.357,489340.638,5.154257322,9.406137199,97379.42616,489343.1828,5.143147941,0.31387838
97377.107,489345.266,5.137772944,97385.751,489341.556,5.15352842,9.406531561,97379.82038,489344.1014,5.142718642,0.313903404
97377.501,489346.185,5.137189049,97386.146,489342.475,5.152713526,9.407450505,97380.21476,489345.0204,5.142062348,0.313910692
97377.894,489347.105,5.136664279,97386.541,489343.394,5.151777781,9.409682779,97380.60927,489345.9397,5.141410119,0.314013277
97378.288,489348.024,5.135987308,97386.936,489344.313,5.15077629,9.410601735,97381.00364,489346.8587,5.14063133,0.314019069
97378.682,489348.943,5.135330367,97387.33,489345.232,5.149606793,9.410601734,97381.39796,489347.7775,5.139813979,0.314057001
97379.075,489349.862,5.134662489,97387.725,489346.15,5.148832145,9.412834005,97381.79211,489348.696,5.139113415,0.314116722
97379.469,489350.782,5.133701687,97388.12,489347.069,5.147912946,9.414147333,97382.18672,489349.6156,5.13816617,0.314151096
97379.862,489351.701,5.132932957,97388.515,489347.988,5.146940838,9.415985238,97382.58099,489350.5343,5.137334581,0.314224825
97380.256,489352.62,5.131940182,97388.909,489348.907,5.145980247,9.415985238,97382.97532,489351.4531,5.136352451,0.314262748
97380.65,489353.54,5.130729359,97389.304,489349.825,5.145003153,9.417692977,97383.36983,489352.3724,5.135215408,0.314285708
97381.043,489354.459,5.129272189,97389.699,489350.744,5.144163773,9.419530827,97383.76409,489353.2912,5.133953497,0.314359337
97381.437,489355.378,5.127981529,97390.094,489351.663,5.143363902,9.420449777,97384.15847,489354.2101,5.132817222,0.31436587
97381.831,489356.297,5.12688168,97390.489,489352.582,5.142495648,9.421368744,97384.55285,489355.1291,5.131790312,0.31437442
97382.224,489357.217,5.125686048,97390.883,489353.501,5.141797813,9.422682049,97384.94732,489356.0483,5.130753321,0.314507625
97382.618,489358.136,5.124464374,97391.278,489354.419,5.141272425,9.423995384,97385.34158,489356.967,5.129750525,0.314501154
97383.012,489359.055,5.123343135,97391.673,489355.338,5.140542547,9.424914323,97385.73595,489357.886,5.128752482,0.314507699
97383.405,489359.974,5.12228799,97392.068,489356.257,5.139960406,9.426752251,97386.13022,489358.8047,5.127847402,0.314581334
97383.799,489360.894,5.121252132,97392.462,489357.176,5.139107759,9.427146599,97386.5248,489359.7241,5.126870371,0.31464807
97384.193,489361.813,5.12039489,97392.857,489358.095,5.138238909,9.428065549,97386.91917,489360.6431,5.126009608,0.314655454
97384.586,489362.732,5.119566201,97393.252,489359.013,5.137677872,9.430297821,97387.31333,489361.5616,5.125266227,0.314715637
97384.98,489363.651,5.118931187,97393.647,489359.932,5.136923106,9.431216783,97387.70769,489362.4806,5.124593624,0.314721124
97385.373,489364.571,5.118134188,97394.041,489360.851,5.136146065,9.432530095,97388.10216,489363.3997,5.123805304,0.314854237
97385.767,489365.49,5.11755847,97394.436,489361.77,5.13511065,9.433449051,97388.49651,489364.3187,5.123084934,0.31485911
97386.161,489366.409,5.116985096,97394.831,489362.688,5.133951206,9.434762371,97388.89077,489365.2374,5.122326915,0.314852335
97386.554,489367.328,5.116566407,97395.226,489363.607,5.132991915,9.436600288,97389.28503,489366.1562,5.121739217,0.314925415
97386.948,489368.248,5.116576761,97395.62,489364.526,5.132089406,9.436994648,97389.67958,489367.0756,5.121463072,0.31498893
97387.342,489369.167,5.116762638,97396.015,489365.445,5.131050148,9.437913594,97390.07394,489367.9946,5.121263121,0.31499422
97387.735,489370.086,5.117141285,97396.41,489366.364,5.130115724,9.439751533,97390.46818,489368.9133,5.121229071,0.315064542
97388.129,489371.006,5.117098367,97396.805,489367.282,5.129021749,9.441459209,97390.86267,489369.8326,5.120855241,0.315084567
97388.523,489371.925,5.117081175,97397.199,489368.201,5.12849912,9.441459209,97391.25699,489370.7515,5.120679209,0.315120972
97388.916,489372.844,5.117352853,97397.594,489369.12,5.128012317,9.443297094,97391.65125,489371.6702,5.120712648,0.315193611
97389.31,489373.763,5.117655973,97397.989,489370.039,5.127614743,9.444216061,97392.04561,489372.5892,5.120794967,0.315198971
97389.704,489374.683,5.117991828,97398.384,489370.957,5.127339246,9.445923777,97392.44011,489373.5085,5.12093832,0.315219873
97390.097,489375.602,5.118414908,97398.778,489371.876,5.126955058,9.4468427,97392.83432,489374.4271,5.121107815,0.315323174
97390.491,489376.521,5.118903088,97399.173,489372.795,5.126977617,9.44776164,97393.22868,489375.3461,5.121449218,0.315328625
97390.884,489377.44,5.119614199,97399.568,489373.714,5.127035449,9.449599568,97393.62295,489376.2648,5.121954875,0.31540181
97391.278,489378.36,5.120058355,97399.963,489374.633,5.127048191,9.450912866,97394.01759,489377.1844,5.122263224,0.315439281
97391.672,489379.279,5.120614411,97400.357,489375.551,5.12710596,9.451307264,97394.41181,489378.1029,5.122662269,0.315465158
97392.065,489380.198,5.121258361,97400.752,489376.47,5.127190367,9.453145138,97394.8061,489379.0217,5.123130149,0.315540453
97392.459,489381.117,5.122017064,97401.147,489377.389,5.127425249,9.4540641,97395.2005,489379.9406,5.123723616,0.315549899
97392.853,489382.037,5.122615913,97401.542,489378.308,5.12775591,9.455377412,97395.59515,489380.8602,5.124238039,0.31558884
97393.246,489382.956,5.123226011,97401.936,489379.227,5.128014351,9.456296368,97395.9894,489381.7788,5.124737671,0.315696017
97393.64,489383.875,5.123647339,97402.331,489380.145,5.128252377,9.457609687,97396.38369,489382.6975,5.125101117,0.315693029
97394.034,489384.795,5.124000217,97402.726,489381.064,5.128769619,9.458923036,97396.77836,489383.617,5.125506078,0.315733785
97394.427,489385.714,5.124732938,97403.121,489381.983,5.129176457,9.460760911,97397.17267,489384.5357,5.126136254,0.315811924
97394.821,489386.633,5.125338884,97403.515,489382.902,5.129412783,9.46076091,97397.56705,489385.4545,5.126625651,0.315856318
97395.215,489387.552,5.125902434,97403.91,489383.82,5.129633022,9.462074244,97397.96137,489386.3732,5.127080765,0.315856699
97395.608,489388.472,5.126326884,97404.305,489384.739,5.129884349,9.464306525,97398.35595,489387.2925,5.127450919,0.315965173
97396.002,489389.391,5.127165704,97404.7,489385.658,5.130336935,9.46522546,97398.7504,489388.2114,5.128167753,0.315980949
97396.395,489390.31,5.12776036,97405.095,489386.577,5.130851549,9.467063378,97399.14475,489389.1301,5.128737372,0.316063598
97396.789,489391.229,5.128160343,97405.489,489387.496,5.131271952,9.467063378,97399.53916,489390.049,5.129143956,0.316110883
97397.183,489392.149,5.128904732,97405.884,489388.414,5.131539463,9.468771092,97399.93376,489390.9682,5.129737684,0.316143185
97397.576,489393.068,5.129395754,97406.279,489389.333,5.131815691,9.470608956,97400.32812,489391.8869,5.130161003,0.316226848
97397.97,489393.987,5.129916485,97406.674,489390.252,5.132497642,9.471527913,97400.72257,489392.8058,5.130732757,0.316242492
97398.364,489394.906,5.130544416,97407.068,489391.171,5.133070114,9.471527913,97401.117,489393.7247,5.131343274,0.316291794
97398.757,489395.826,5.130986393,97407.463,489392.089,5.133469634,9.47415458,97401.51151,489394.6436,5.13177207,0.316391639
97399.151,489396.745,5.131299884,97407.858,489393.008,5.13396504,9.475073509,97401.90597,489395.5626,5.132143162,0.316408545
97399.545,489397.664,5.131658598,97408.253,489393.927,5.134472846,9.475992455,97402.30045,489396.4815,5.132549102,0.316426858
97399.938,489398.583,5.132132629,97408.647,489394.846,5.135031149,9.476911417,97402.69474,489397.4001,5.133050126,0.316539706
97400.332,489399.503,5.132410154,97409.042,489395.765,5.13560245,9.478224728,97403.08945,489398.3196,5.133420786,0.316584732
97400.726,489400.422,5.132452968,97409.437,489396.683,5.136172895,9.479538069,97403.48378,489399.2383,5.133630642,0.316585358
97401.119,489401.341,5.132563776,97409.832,489397.602,5.136527087,9.481375955,97403.87811,489400.157,5.133818823,0.316666205
97401.513,489402.261,5.132694451,97410.226,489398.521,5.137250502,9.481770352,97404.27274,489401.0764,5.134137528,0.316738662
97401.906,489403.18,5.132813817,97410.621,489399.44,5.138145433,9.483608227,97404.66706,489401.9951,5.134502963,0.316816834
97402.3,489404.099,5.133025873,97411.016,489400.359,5.138628963,9.484527189,97405.06147,489402.9141,5.13480109,0.316828151
97402.694,489405.018,5.133041084,97411.411,489401.277,5.13889812,9.4858405,97405.45575,489403.8328,5.134896732,0.316823696
97403.087,489405.938,5.133038444,97411.805,489402.196,5.139339617,9.48715384,97405.85023,489404.7519,5.135035645,0.31695701
97403.481,489406.857,5.132828235,97412.2,489403.115,5.13953136,9.488072776,97406.24458,489405.6709,5.134952865,0.316961067
97403.875,489407.776,5.132766823,97412.595,489404.034,5.140124556,9.488991727,97406.63893,489406.5899,5.135098961,0.316964235
97404.268,489408.695,5.132991328,97412.99,489404.952,5.140452328,9.491223999,97407.03304,489407.5084,5.13535661,0.317019412
97404.662,489409.615,5.132617339,97413.384,489405.871,5.140594966,9.491618408,97407.42754,489408.4279,5.135146856,0.317076413
97405.056,489410.534,5.132244077,97413.779,489406.79,5.140934219,9.492537332,97407.82183,489409.3469,5.134999489,0.317073266
97405.449,489411.453,5.131953053,97414.174,489407.709,5.141077062,9.49437523,97408.21597,489410.2657,5.134846562,0.317131339
97405.843,489412.372,5.131572135,97414.569,489408.628,5.141267375,9.495294203,97408.61021,489411.1847,5.134646712,0.317122337
97406.237,489413.292,5.131448274,97414.963,489409.546,5.141360739,9.496082982,97409.0045,489412.1039,5.134592063,0.317155163
97406.63,489414.211,5.131105729,97415.358,489410.465,5.141229152,9.497920825,97409.39856,489413.0228,5.13431692,0.317204084
97407.024,489415.13,5.130708809,97415.753,489411.385,5.141058038,9.498445452,97409.79281,489413.9421,5.133991546,0.317196316
97407.417,489416.049,5.130436279,97416.148,489412.304,5.14085036,9.50028347,97410.18679,489414.8609,5.133740005,0.317236435
97407.811,489416.968,5.129893476,97416.543,489413.223,5.140572925,9.501202503,97410.58085,489415.7801,5.133281076,0.317207381
97408.204,489417.887,5.129460573,97416.938,489414.142,5.140060737,9.503040619,97410.97476,489416.6989,5.132823356,0.317238804
97408.598,489418.806,5.12930914,97417.333,489415.061,5.139527588,9.503959701,97411.36874,489417.6181,5.132550433,0.31720015
97408.992,489419.725,5.128808194,97417.728,489415.981,5.139048241,9.504484836,97411.76278,489418.5375,5.132056014,0.31716851
97409.385,489420.644,5.128509217,97418.123,489416.9,5.138415636,9.506323159,97412.15658,489419.4565,5.131651404,0.317186972
97409.779,489421.563,5.128132762,97418.518,489417.819,5.137788208,9.507242345,97412.55043,489420.3757,5.131194823,0.317133076
97410.172,489422.482,5.127391498,97418.913,489418.738,5.137014269,9.509080766,97412.94411,489421.2946,5.130443252,0.3171388
97410.566,489423.402,5.126961367,97419.308,489419.657,5.136217655,9.510393735,97413.3381,489422.2145,5.129896549,0.317101402
97410.959,489424.321,5.12653045,97419.703,489420.577,5.135447666,9.511838518,97413.73181,489423.1337,5.129358185,0.317109576
97411.353,489425.24,5.126336175,97420.098,489421.496,5.134588648,9.512757802,97414.12544,489424.053,5.12895247,0.317031576
97411.746,489426.159,5.126109682,97420.493,489422.415,5.133686632,9.514596418,97414.51891,489424.9721,5.12851167,0.317012525
97412.14,489427.078,5.125822582,97420.887,489423.334,5.132676809,9.514596418,97414.91239,489425.8913,5.127995053,0.316953411
97412.534,489427.997,5.125578693,97421.282,489424.254,5.131670045,9.515122333,97415.30596,489426.811,5.127508849,0.316868284
97412.927,489428.916,5.125656584,97421.677,489425.173,5.130646903,9.516961123,97415.69926,489427.7301,5.127237668,0.316830172
97413.321,489429.835,5.125814175,97422.072,489426.092,5.129633341,9.517880541,97416.09261,489428.6495,5.127023778,0.316719262
97413.714,489430.754,5.125766794,97422.467,489427.011,5.128416218,9.519719428,97416.48578,489429.5687,5.126605776,0.316665853
97414.108,489431.673,5.125720888,97422.862,489427.93,5.127288576,9.520638896,97416.87899,489430.4882,5.126217123,0.31653956
97414.501,489432.592,5.1256803,97423.26,489428.848,5.126179633,9.525629481,97417.27205,489431.4075,5.125838272,0.316366371
97414.895,489433.511,5.125574638,97423.659,489429.766,5.125015166,9.530620179,97417.66522,489432.3272,5.125397794,0.316091245
97415.288,489434.43,5.125720723,97424.058,489430.684,5.123875962,9.536530606,97418.05821,489433.2467,5.125138011,0.31587389
97415.682,489435.349,5.125629613,97424.456,489431.601,5.122478924,9.540994707,97418.45107,489434.1661,5.124635256,0.315599995
97416.076,489436.268,5.125641825,97424.855,489432.519,5.12115311,9.545985648,97418.84405,489435.0859,5.124226519,0.315303264
97416.469,489437.187,5.12574668,97425.253,489433.436,5.119804539,9.551369378,97419.23666,489436.0051,5.12387443,0.315080044
97416.863,489438.107,5.125996634,97425.652,489434.354,5.11862703,9.55675311,97419.62973,489436.9256,5.123676726,0.314794144
97417.256,489439.026,5.126171324,97426.051,489435.272,5.117196749,9.562663907,97420.02238,489437.8452,5.123348464,0.314539725
97417.65,489439.945,5.126139472,97426.449,489436.189,5.115787491,9.567127939,97420.41489,489438.7648,5.122886588,0.314228183
97418.043,489440.864,5.126434852,97426.848,489437.107,5.114498743,9.573038911,97420.8074,489439.6845,5.122687422,0.31395742
97418.437,489441.783,5.126871345,97427.247,489438.025,5.113241857,9.578030278,97421.19994,489440.6044,5.122596949,0.313613808
97418.83,489442.702,5.127628426,97427.645,489438.942,5.112164199,9.583414058,97421.59213,489441.5238,5.122782796,0.313344476
97419.224,489443.621,5.128480235,97428.044,489439.86,5.110871055,9.58840555,97421.98451,489442.4439,5.122968852,0.312983526
97419.618,489444.54,5.129386358,97428.443,489440.778,5.109707344,9.593397156,97422.37684,489443.3639,5.12323437,0.312616688
97420.011,489445.459,5.130244134,97428.841,489441.695,5.10870293,9.598780964,97422.76882,489444.2834,5.123516292,0.312324339
97420.405,489446.378,5.131135001,97429.24,489442.613,5.107681341,9.603772696,97423.16101,489445.2035,5.12381882,0.311941981
97420.798,489447.297,5.132418678,97429.639,489443.531,5.106890908,9.609684542,97423.55299,489446.1235,5.124463825,0.311615654
97421.192,489448.216,5.133615002,97430.037,489444.448,5.10604599,9.614148376,97423.94486,489447.0433,5.125034592,0.311233873
97421.585,489449.135,5.13492515,97430.436,489445.366,5.105259327,9.620060395,97424.33672,489447.9632,5.125702245,0.310893275
97421.979,489450.054,5.136009751,97430.835,489446.284,5.104602545,9.625052519,97424.72859,489448.8835,5.126258511,0.3104778
97422.372,489450.973,5.13703147,97431.233,489447.201,5.104040932,9.630436387,97425.12011,489449.8032,5.126799918,0.310135942
97422.766,489451.892,5.138484832,97431.632,489448.119,5.10358121,9.635428636,97425.51185,489450.7235,5.127674968,0.309706082
97423.16,489452.812,5.139798491,97432.031,489449.037,5.103073647,9.640812518,97425.90376,489451.6444,5.128439643,0.309296018
97423.553,489453.731,5.140892573,97432.429,489449.954,5.102489716,9.646196401,97426.29508,489452.5642,5.129028717,0.308931591
97423.947,489454.65,5.142198107,97432.828,489450.872,5.102180367,9.651188787,97426.6866,489453.4846,5.1298535,0.308478359
97424.34,489455.569,5.1430448,97433.227,489451.79,5.101971116,9.657101532,97427.07793,489454.4048,5.130390696,0.308083016
97424.734,489456.488,5.143529835,97433.626,489452.707,5.10169289,9.662485446,97427.46919,489455.325,5.130660723,0.307601608
97425.127,489457.407,5.144187856,97434.024,489453.625,5.101519868,9.66747811,97427.86034,489456.2451,5.131079377,0.307220453
97425.521,489458.326,5.14454228,97434.423,489454.543,5.101408998,9.672470884,97428.25158,489457.1656,5.131311654,0.306738222
97425.914,489459.245,5.144943289,97434.822,489455.46,5.1013929,9.678775181,97428.64254,489458.0856,5.131603711,0.306302147
97426.307,489460.164,5.14551662,97435.22,489456.378,5.101633258,9.68376812,97429.0335,489459.0059,5.132092642,0.30590131
97426.696,489461.085,5.145545607,97435.619,489457.296,5.101527358,9.69414514,97429.42452,489459.9264,5.132085506,0.305784557
97427.085,489462.006,5.145278482,97436.018,489458.213,5.101565115,9.704913086,97429.81535,489460.8467,5.131917586,0.305647841
97427.474,489462.927,5.144968625,97436.416,489459.131,5.101630203,9.714369769,97430.20619,489461.7671,5.131726747,0.305545918
97427.863,489463.848,5.144755079,97436.815,489460.049,5.101820333,9.72474704,97430.59699,489462.6878,5.131642557,0.305405828
97428.252,489464.769,5.144422464,97437.214,489460.966,5.10206482,9.735515035,97430.98764,489463.6081,5.131492857,0.305248493
97428.641,489465.69,5.144223442,97437.612,489461.884,5.102222555,9.744971883,97431.37827,489464.5287,5.131407959,0.305124103
97429.03,489466.611,5.143668908,97438.011,489462.802,5.10250328,9.755349404,97431.76887,489465.4494,5.131114909,0.304963137
97429.42,489467.532,5.143093756,97438.41,489463.719,5.102855635,9.765196823,97432.1594,489466.3701,5.130832524,0.304716818
97429.809,489468.453,5.142380861,97438.808,489464.637,5.103179433,9.774653805,97432.54984,489467.2908,5.130441227,0.30457141
97430.198,489469.374,5.141702572,97439.207,489465.555,5.103403446,9.785031528,97432.94026,489468.2115,5.130044645,0.304391464
97430.587,489470.295,5.140347789,97439.606,489466.472,5.103721179,9.79579961,97433.3305,489469.1321,5.129206282,0.304191599
97430.976,489471.216,5.139520649,97440.004,489467.39,5.103939643,9.805256753,97433.72074,489470.0528,5.128703138,0.304024883
97431.365,489472.137,5.138755157,97440.403,489468.308,5.104307214,9.815634723,97434.11094,489470.9737,5.128289108,0.303822173
97431.754,489473.058,5.137715619,97440.802,489469.225,5.104825622,9.826402851,97434.50096,489471.8943,5.127730267,0.303598449
97432.143,489473.979,5.136469805,97441.2,489470.143,5.104963984,9.835860156,97434.89098,489472.8151,5.126910643,0.303409393
97432.532,489474.9,5.134859687,97441.599,489471.061,5.105148263,9.846238368,97435.28098,489473.7361,5.125851631,0.303184917
97432.921,489475.821,5.133441658,97441.998,489471.979,5.105395528,9.856616712,97435.67089,489474.6571,5.124945033,0.302951762
97433.31,489476.742,5.131957793,97442.396,489472.896,5.105776483,9.866464007,97436.06059,489475.5777,5.124031965,0.302728478
97433.699,489477.663,5.130794298,97442.795,489473.814,5.10614392,9.876842461,97436.45036,489476.4988,5.123338048,0.302480132
97434.088,489478.584,5.129361013,97443.194,489474.732,5.106325377,9.887221045,97436.84007,489477.4198,5.122399055,0.302225545
97434.477,489479.505,5.127910854,97443.593,489475.649,5.106435573,9.897989291,97437.22959,489478.3407,5.12142635,0.301951977
97434.866,489480.426,5.126734669,97443.991,489476.567,5.106811171,9.907446997,97437.61912,489479.2617,5.120723509,0.301712068
97435.255,489481.347,5.125382464,97444.39,489477.485,5.107256483,9.91782582,97438.00863,489480.1829,5.119918627,0.301436788
97435.644,489482.268,5.123994983,97444.789,489478.402,5.107954966,9.92859411,97438.39794,489481.1038,5.11916466,0.301141995
97436.033,489483.189,5.122474959,97445.187,489479.32,5.108370038,9.938051972,97438.78727,489482.0249,5.118231048,0.300881597
97436.422,489484.11,5.121055647,97445.586,489480.238,5.108717009,9.948431033,97439.17655,489482.9461,5.117346848,0.300584123
97436.811,489485.031,5.11988024,97445.985,489481.156,5.109083528,9.95881022,97439.56577,489483.8674,5.1166382,0.300280326
97437.2,489485.952,5.118756485,97446.383,489482.073,5.109377941,9.968657382,97439.95478,489484.7883,5.11594304,0.299987365
97437.589,489486.873,5.117473753,97446.782,489482.991,5.109887819,9.979036676,97440.34388,489485.7097,5.115200467,0.299671174
97437.978,489487.794,5.116026963,97447.181,489483.909,5.11004452,9.989416099,97440.73289,489486.631,5.114236136,0.299347098
97438.367,489488.715,5.114914177,97447.58,489484.826,5.110214933,10.0001845,97441.12174,489487.5522,5.113509074,0.299006272
97438.756,489489.636,5.113731188,97447.978,489485.744,5.110507748,10.00964275,97441.51058,489488.4735,5.112768359,0.298696083
97439.145,489490.557,5.112814632,97448.377,489486.662,5.110751185,10.02002241,97441.89941,489489.3949,5.112198994,0.298354263
97439.534,489491.478,5.111262076,97448.776,489487.58,5.111391763,10.03040218,97442.28818,489490.3164,5.111300724,0.298006721
97439.923,489492.399,5.110029914,97449.174,489488.497,5.111657524,10.04024925,97442.67672,489491.2375,5.110514399,0.297666739
97440.312,489493.32,5.108603006,97449.573,489489.415,5.111759527,10.05062913,97443.06534,489492.159,5.109541455,0.297304899
97440.701,489494.241,5.107574369,97449.972,489490.333,5.111837133,10.06100914,97443.45392,489493.0806,5.108840147,0.296938324
97441.09,489495.162,5.106423044,97450.37,489491.251,5.112071895,10.07046776,97443.84238,489494.002,5.108098452,0.296592733
97441.48,489496.083,5.105219876,97450.769,489492.168,5.111836256,10.08031478,97444.23081,489494.9236,5.107179227,0.296136441
97441.869,489497.004,5.104104019,97451.168,489493.086,5.111840994,10.09069497,97444.61918,489495.8453,5.106392228,0.295749835
97442.258,489497.925,5.103401798,97451.567,489494.004,5.11169526,10.10107529,97445.00747,489496.7669,5.10585132,0.295355767
97442.647,489498.846,5.102427631,97451.965,489494.922,5.111569167,10.11053411,97445.39564,489497.6885,5.105124221,0.294982115
