outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,initial_x,initial_y,initial_z,initial_position,Distance (m),Speed (m/s),Longitudinal acceleration (m/s2),Lateral acceleration (m/s2),Optimized line,Timestamp
605011.4198,5805569.54,4.388523858,605002.8399,5805572.197,4.80281122,605009.1336,5805570.248,4.498913715,0.266456599,624.3696544060101,38.666777617026305,2.236541554062373,0.6384573131231857,0.0614095121558264,16.15304230824349
605008.3982,5805559.884,4.369603356,604999.6497,5805562.363,4.97863066,605006.2412,5805560.495,4.51976305,0.246556819,634.5094101198073,39.238731812171,2.17129408564299,1.2409437150314973,0.0869786215990833,16.413351387488067
605005.5906,5805549.866,4.345123503,604996.7363,5805551.99,5.132286308,605003.6646,5805550.328,4.51634893,0.217522107,644.9504371378453,39.804969834455825,2.1237618937534313,1.8548149341475302,0.0996189691692665,16.67753504287191
605003.2273,5805539.478,4.312155262,604993.7295,5805540.917,5.200071007,605001.6017,5805539.725,4.464122182,0.171150115,655.6850727099581,40.36801939448324,2.0792932654707244,1.989343553653986,0.0891448216890885,16.945321879195536
605001.5886,5805528.553,4.304857186,604991.6712,5805529.436,5.149610522,605000.1773,5805528.678,4.425064417,0.142298596,666.7935527713904,40.929356876537724,0.20237463456471427,1.176521482622237,0.0812208302139545,17.21860204076926
605000.8264,5805517.164,4.27835166,604990.7007,5805517.632,4.979657985,604999.3836,5805517.231,4.378279968,0.142488748,678.2509143781646,40.44728684553449,-5.7544232700818,0.28755813616186504,0.0932612048635745,17.500190493738756
605000.6003,5805505.432,4.20779658,604990.5239,5805505.584,4.729096101,604999.1143,5805505.454,4.284674633,0.147473684,690.0169580614312,37.56268023253661,-8.873924019611657,0.022762799109168907,0.1008465873402745,17.80184537513337
605000.7751,5805494.541,4.170527882,604991.0676,5805494.8,4.502704221,604998.9644,5805494.589,4.232488488,0.186529394,700.8901892092083,35.08358990405151,-6.430261945612383,-0.04777584177574361,0.1288104290844182,18.10119264037723
605000.983,5805484.719,4.224199299,604991.5512,5805485.174,4.348268321,604998.5354,5805484.837,4.256395692,0.259503123,710.6650549170678,33.68494731890282,-3.7156124620861357,-0.3944586020509256,0.188595871735976,18.385475718150673
605001.1777,5805475.46,4.386889349,604991.773,5805476.417,4.28892231,604997.6976,5805475.814,4.350638524,0.370031167,719.7634575871086,32.9589618432312,-1.9126108476915678,-1.2200229477420237,0.2956743779105639,18.658521005692428
605001.3698,5805466.34,4.672730523,604991.6619,5805468.567,4.34322892,604996.3903,5805467.482,4.503720948,0.512928854,728.2798281371522,32.63823807265331,-0.9747096784215384,-2.6269836645407296,0.4520372714827215,18.918177532524798
605000.7004,5805457.672,5.051567401,604990.9629,5805460.772,4.496760043,604994.5177,5805459.64,4.699302063,0.6349305,736.3802142607038,32.45639101296754,-0.7312114821535455,-4.2961448705615926,0.6000824112784003,19.167057854521776
604998.8871,5805449.622,5.467051352,604989.5928,5805453.196,4.719941167,604992.0173,5805452.263,4.914829968,0.739145728,744.1862604539102,32.279927506983206,-0.8376439201301512,-5.712600287614827,0.7374816404562502,19.408222207752665
604996.1567,5805441.86,5.858987404,604987.3768,5805446.029,4.982925574,604988.8278,5805445.34,5.12770472,0.834737405,751.8158199906836,32.057013482941336,-0.4574514681318756,-6.821343201500879,0.8662406760652622,19.645397286933637
604992.4788,5805434.115,6.165531473,604983.5411,5805440.062,5.248974605,604985.0203,5805439.078,5.400664882,0.834499732,759.0996696963073,32.057013482941336,0.0,-8.196663340394695,0.8831759194065569,19.872612766925236
604987.6259,5805427.082,6.359297328,604979.3524,5805434.442,5.492973363,604980.5561,5805433.371,5.619010513,0.854522034,766.2765789473965,32.057013482941336,0.15633377294723716,-9.151490416505311,0.9057880824792128,20.09649230127139
604980.8289,5805421.586,6.447412526,604974.2163,5805429.508,5.699424447,604975.3601,5805428.138,5.828808769,0.827021091,773.5826836478876,32.128914847933956,0.5415024171491779,-9.814664277802544,0.8730906712515134,20.32414670747795
604973.711,5805417.377,6.453446671,604968.0809,5805425.411,5.852329952,604969.4708,5805423.428,6.000721667,0.753142374,781.1206272001325,32.310499112489865,1.3112179295936923,-9.665119922367253,0.7623575177286169,20.558101148990232
604966.0952,5805413.779,6.393188017,604961.508,5805421.852,5.948980188,604962.983,5805419.256,6.091811359,0.678458379,788.8338738717334,32.75368505100203,2.238404595938894,-9.019115878520104,0.6744966769599514,20.795197695139777
604958.4175,5805410.644,6.291371746,604954.4678,5805418.628,5.98776886,604956.0022,5805415.527,6.105714898,0.611511301,796.7981004554255,33.38745772585349,2.236283861213833,-10.854871302287203,0.5340103910138575,21.036022883496788
604950.662,5805407.763,6.179484393,604947.0621,5805415.681,5.981346525,604948.6791,5805412.124,6.070347564,0.550812649,804.8952661502701,33.826095829087684,2.1791965130132094,-10.202285508414251,0.4818368363706748,21.276961362913024
