outer_x,outer_y,outer_z,inner_x,inner_y,inner_z,initial_x,initial_y,initial_z,initial_position,Distance (m),Speed (m/s),Longitudinal acceleration (m/s2),Lateral acceleration (m/s2),Optimized line,Timestamp
604976.2849,5805731.164,6.906393515,604985.5046,5805723.81,5.474126755,604979.7855,5805728.372,6.362570958,0.379693713,395.6827400333434,23.245427435036813,-0.8060370285140244,8.921931340136801,0.4873975046531971,8.136252092816225
604979.3446,5805734.698,7.004158795,604987.8571,5805726.162,5.547138022,604982.7196,5805731.314,6.426487467,0.396474447,399.69723968446215,23.165751712891208,-0.47653159802979045,11.03855445773551,0.5152597107789644,8.309249190706074
604982.6703,5805737.847,7.090236453,604990.1437,5805728.129,5.613681705,604985.7594,5805733.83,6.479905167,0.413348471,403.4580888685522,23.08583990728145,-0.46299608185540897,11.823196522434792,0.5455582555257346,8.47187491026941
604986.2064,5805740.475,7.165979963,604992.5966,5805729.654,5.671753505,604988.8835,5805735.942,6.539981086,0.41894513,407.0247182733405,23.018344679769644,-0.20909378671607018,12.62705691059139,0.5630719831943242,8.626595330410625
604989.9804,5805742.823,7.229407933,604994.7605,5805730.807,5.720602228,604992.036,5805737.656,6.580595688,0.430017316,410.3171478794441,23.018344679769644,-0.32536933499531506,13.267086494140287,0.5828453004775035,8.769630359727797
604993.816,5805744.532,7.282253819,604997.3111,5805731.903,5.762717976,604995.3312,5805739.057,6.623473386,0.43354032,413.6684611908263,22.92275436694173,-0.7117660854494056,12.745205925824532,0.5946061655822928,8.915526447584758
604997.5699,5805745.771,7.327328636,605000.3174,5805732.859,5.796602228,604998.7674,5805740.143,6.660188778,0.435832299,417.1364520489063,22.806000905762975,-0.62313478696807,12.81512365473366,0.603758991132627,9.067203038709907
605001.2685,5805746.713,7.358857278,605003.4182,5805733.568,5.822041574,605002.2207,5805740.891,6.678181738,0.442913115,420.5608630716649,22.733881971081804,-0.23383846628167995,13.799619748368881,0.6160144583970746,9.217594774763311
605005.2098,5805747.176,7.380156641,605006.2415,5805733.817,5.839744761,605005.662,5805741.321,6.70503388,0.438274094,423.8300324278599,22.733881971081804,2.0191743362724604e-14,14.396745896097313,0.6169803566188251,9.36139640795352
605009.1219,5805747.311,7.394550812,605009.0766,5805734.001,5.852383586,605009.102,5805741.456,6.716167183,0.439889789,427.0772869980328,22.733881971081804,0.31904035655561125,14.27312008012801,0.627369145699184,9.50423407088779
605012.9592,5805747.193,7.402501903,605011.921,5805733.755,5.857883254,605012.5048,5805741.311,6.726326409,0.437762432,430.29742255677286,22.823885367495734,0.8690691895791388,13.866004212503881,0.6320231438702545,9.645599012449065
605016.7048,5805746.683,7.402668285,605014.7854,5805733.452,5.861799768,605015.8651,5805740.895,6.728605896,0.437456167,433.5086217220954,22.978588314079342,0.6211680133196119,13.254413649579723,0.6444571655117227,9.785818476910626
605020.3425,5805745.941,7.399125269,605017.8513,5805733.044,5.861621408,605019.2344,5805740.204,6.715162471,0.444852447,436.8230490884198,22.99585378104684,0.060318561042418985,13.657983982105657,0.6654150668107176,9.930004125078643
605024.1162,5805744.979,7.396904432,605020.8142,5805732.223,5.858351288,605022.6257,5805739.221,6.702412214,0.451393064,440.1847065321718,22.99585378104684,0.0,13.35460637290093,0.6855029730378369,10.076189497266157
605028.07,5805743.53,7.395026628,605023.3943,5805731.358,5.852421237,605025.9338,5805737.969,6.690226588,0.456889381,443.3821921813972,22.99585378104684,0.7487035148429487,12.323476908342471,0.7119689920219401,10.215235678359063
605032.2504,5805741.614,7.394577433,605025.5794,5805730.449,5.846178692,605029.1603,5805736.442,6.67732812,0.463219865,446.367981987705,23.183841533055624,1.7881581582475232,11.086881593099282,0.734669242091892,10.34454748026677
605036.0015,5805739.668,7.394390218,605028.3404,5805729.043,5.837800949,605032.348,5805734.601,6.652063112,0.47689364,449.73049024759433,23.49684351330571,2.252997324913777,10.32293576088976,0.7621797792462913,10.488611701113138
605039.4805,5805737.455,7.392210545,605031.1487,5805727.183,5.826749578,605035.4231,5805732.452,6.629864958,0.486978667,453.26078456302196,23.845721421253444,2.0757403551020235,10.256233695592627,0.784813076987085,10.637749979544292
605042.6571,5805734.748,7.383366134,605033.7887,5805724.948,5.81263257,605038.3492,5805729.988,6.620366609,0.485759807,456.87222190134923,24.116589436071745,1.5731418384024216,9.777186680471097,0.797600080464278,10.788344780911155
605045.8435,5805731.716,7.371927941,605036.1243,5805722.52,5.796412409,605041.0799,5805727.209,6.599728546,0.490124776,460.44976145364694,24.315322763095377,1.1170511531192646,9.057602365168783,0.8100249932366024,10.93607958591269
605048.8151,5805728.014,7.355540319,605038.054,5805720.04,5.775374048,605043.5692,5805724.127,6.585225172,0.487490015,463.8957531080812,24.441733852360038,1.3088367085456105,7.710591619555528,0.8155812707126143,11.077433141424157
605051.6314,5805724.064,7.331020405,605039.8078,5805717.372,5.748853727,605045.7814,5805720.753,6.548196787,0.494779777,467.389561160002,24.68856799548672,2.0741759099081976,6.31106031444707,0.82060074974972,11.219659340755923
605053.7942,5805719.948,7.296033127,605041.5293,5805714.259,5.716749842,605047.6813,5805717.113,6.508902465,0.498409847,471.1429337645395,25.057791383417488,2.4070008157406932,5.569122420507304,0.8204654627355741,11.37055973432841
605055.3909,5805715.544,7.246812669,605043.046,5805710.863,5.677188984,605049.246,5805713.214,6.465502902,0.497768736,475.03765315695495,25.422562044668133,2.1840048074075837,4.891216335986526,0.8149819601911071,11.524866078398041
605056.879,5805710.894,7.185313415,605044.2614,5805707.322,5.629635999,605050.4484,5805709.073,6.392456872,0.509653528,478.9952009333566,25.731383338585797,2.3519800681720757,3.5139764245106564,0.8109058036520111,11.679596969505308
605057.7441,5805705.857,7.106409751,605045.1549,5805703.584,5.575254058,605051.2705,5805704.688,6.319056042,0.514221222,483.0884561562987,26.162138104728392,2.752403681045914,2.7375166237045936,0.7964948603292562,11.837352893909605
605058.0967,5805700.05,7.017696966,605045.5977,5805700.181,5.514267429,605051.69,5805700.117,6.247072339,0.512579027,487.0681092284767,26.580705217594346,2.7992107423893344,1.9192377329326595,0.7656370805711762,11.988260688085868
605057.812,5805694.715,6.914115759,605045.6986,5805695.922,5.448660312,605051.7014,5805695.324,6.17486545,0.50445114,491.68120080223116,27.067220996982147,3.045209082323178,0.9737111620811013,0.7155572248564562,12.16023719861503
605056.9471,5805689.472,6.796868798,605044.9863,5805691.257,5.379621606,605051.296,5805690.315,6.127258581,0.472472508,496.68399516404133,27.668264321732202,3.2714213538819226,0.33347114489988855,0.6246880623191814,12.343036139107832
605055.4557,5805684.204,6.66870204,605044.0179,5805686.287,5.304009176,605050.4761,5805685.111,6.074562574,0.435363826,501.9821601676008,28.284020701093397,3.2533087574972375,-0.3245797073350998,0.5209551891317005,12.53241768094828
605053.7756,5805678.634,6.533016459,605042.5433,5805681.333,5.226961227,605049.2684,5805679.717,6.008934286,0.401271142,507.53039617632027,28.915235086111494,3.2557585355290595,-0.9559286731757198,0.4150821211599398,12.72641447102402
605051.5051,5805673.044,6.389926851,605040.991,5805676.115,5.146606886,605047.7163,5805674.15,5.941893409,0.360353664,513.374031934212,29.565996522953366,3.234125906734143,-1.6347082992497117,0.2973114178175677,12.926261006300678
605049.1731,5805667.313,6.244650298,605039.0603,5805670.658,5.066126247,605045.8586,5805668.409,5.85838523,0.327752857,519.4725363628495,30.22051695698298,3.19594735448521,-2.2749408525886134,0.2012686586896652,13.130270374757467
605046.7564,5805661.371,6.102772031,605037.0054,5805664.893,4.988372138,605043.7288,5805662.465,5.756770909,0.31048207,525.8476601148195,30.88424682823684,3.1710868924240354,-2.7910516209092813,0.129340573816601,13.338932461215348
605044.2386,5805655.182,5.960374687,605034.7099,5805658.861,4.916896568,605041.3799,5805656.286,5.647325404,0.300005693,532.5026180181901,31.557579061957878,3.1475026532767987,-2.1428377971811017,0.0803137848243534,13.552089517675341
605041.6134,5805648.73,5.811983701,605032.2892,5805652.524,4.856218136,605038.8449,5805649.857,5.528196461,0.296921324,539.451305410475,32.240188648645955,3.108365827540325,-0.5953489125340384,0.0485140421528553,13.769924330448266
605038.8808,5805642.013,5.643844556,605029.7539,5805645.889,4.80450147,605036.1189,5805643.186,5.389851341,0.302608947,546.6895477632713,32.92430251893895,3.0470601422453214,-0.0016397352859947234,0.0279494618596233,13.992077292072153
605036.0663,5805635.096,5.460642637,605027.0653,5805638.853,4.752281933,605033.2376,5805636.277,5.238027043,0.314268864,554.16546176287,33.60099621011664,2.978083607472769,0.0015916260197571244,0.0134081823844664,14.216831307234012
605033.156,5805627.942,5.264959443,605024.2701,5805631.537,4.69816141,605030.2827,5805629.105,5.081682959,0.323354093,561.9015915138106,34.27155986302611,2.907657039292268,-1.1161983131381583,-0.000300870404247,14.444791773098999
605030.1404,5805620.527,5.061857399,605021.3762,5805623.962,4.641557976,605027.2879,5805621.645,4.925065533,0.325469431,569.9188146607443,34.936485336484644,2.831454833665205,-0.6007530542223067,-0.0147180042060778,14.676476489054258
605026.3589,5805613.092,4.866170431,605018.3786,5805616.118,4.591884776,605024.2744,5805613.883,4.794527452,0.261200948,578.263567291762,35.59636476238923,2.7427930696931044,2.161291462700345,-0.1142602209315779,14.913096804816911
605023.3876,5805605.023,4.696394463,605015.3055,5805607.985,4.555007621,605021.2603,5805605.803,4.659180216,0.263207159,586.873201201125,36.24177563860736,2.642176603773832,1.7553892899695631,-0.0976486559943288,15.152792149415323
605020.3429,5805596.658,4.56050231,605012.2429,5805599.522,4.540110066,605018.2478,5805597.399,4.555228576,0.258652511,595.7857598122395,36.872535902724316,2.534312976800006,0.7072365572757064,-0.0802472183143906,15.39659007141521
605017.4205,5805587.923,4.468324612,605009.0759,5805590.769,4.569657085,605015.2227,5805588.673,4.495013819,0.263382555,605.0065005048824,37.48682922771938,2.425080284525847,0.4865457790347921,-0.0319456675089115,15.64459489707416
605014.4338,5805578.887,4.413726705,605005.9158,5805581.677,4.658051645,605012.1685,5805579.629,4.478702575,0.26593939,614.534166056624,38.08419495448291,2.322865846223491,0.3480295698644776,0.0184520975881713,15.896746185344922
